factura_id,cliente,canal,tipo_canal,pais,mes,fecha_factura,fecha_vencimiento,plazo_dias,valor_cop,pagada,dias_mora,estado
FV-202605-01140,Distribuidor México,Distribuidor México,Internacional,México,2026-05,2026-05-18,2026-07-17,60,163174826,True,0,Al día
FV-202605-01150,Distribuidor Panamá,Distribuidor Panamá,Internacional,Panamá,2026-05,2026-05-04,2026-07-03,60,89753900,True,0,Al día
FV-202605-01160,Suples Colombia,Distribuidores,Mayorista,Colombia,2026-05,2026-05-22,2026-07-06,45,177110998,True,0,Al día
FV-202605-01161,MiProteína,Distribuidores,Mayorista,Colombia,2026-05,2026-05-18,2026-07-02,45,300804507,True,0,Al día
FV-202605-01162,Suplementos Colombia,Distribuidores,Mayorista,Colombia,2026-05,2026-05-10,2026-06-24,45,290075350,True,0,Al día
FV-202605-01163,Nutrición Total,Distribuidores,Mayorista,Colombia,2026-05,2026-05-07,2026-06-21,45,177558661,True,0,Al día
FV-202605-01164,Distribuidora Andina,Distribuidores,Mayorista,Colombia,2026-05,2026-05-27,2026-07-11,45,229334349,True,0,Al día
FV-202605-01165,Mundo Fitness,Distribuidores,Mayorista,Colombia,2026-05,2026-05-27,2026-07-11,45,339016805,True,0,Al día
FV-202605-01166,Vital Supplements,Distribuidores,Mayorista,Colombia,2026-05,2026-05-11,2026-06-25,45,316102507,True,0,Al día
FV-202605-01167,Anabólicos del Valle,Distribuidores,Mayorista,Colombia,2026-05,2026-05-11,2026-06-25,45,135312768,True,0,Al día
FV-202605-01170,Bodytech,Gimnasios & Wellness,Especializado,Colombia,2026-05,2026-05-06,2026-06-20,45,102873120,True,0,Al día
FV-202605-01171,Smart Fit,Gimnasios & Wellness,Especializado,Colombia,2026-05,2026-05-01,2026-06-15,45,77572527,True,0,Al día
FV-202605-01172,Stark Gym,Gimnasios & Wellness,Especializado,Colombia,2026-05,2026-05-04,2026-06-18,45,128126679,True,0,Al día
FV-202605-01173,Gimnasios independientes,Gimnasios & Wellness,Especializado,Colombia,2026-05,2026-05-23,2026-07-07,45,152411662,True,0,Al día
FV-202605-01180,Cliente maquila lácteos,Maquila & Marca Propia,Maquila,Colombia,2026-05,2026-05-02,2026-07-01,60,147126374,True,0,Al día
FV-202605-01181,Marca privada retail,Maquila & Marca Propia,Maquila,Colombia,2026-05,2026-05-18,2026-07-17,60,204521875,False,45,Vencida 31-60
FV-202605-01182,Marca privada gimnasios,Maquila & Marca Propia,Maquila,Colombia,2026-05,2026-05-03,2026-07-02,60,107659977,True,0,Al día
FV-202605-01190,Distribuidor España,Nutramerican España,Internacional,España,2026-05,2026-05-15,2026-06-29,45,34397340,False,63,Vencida 61-90
FV-202606-01200,Farmatodo,Cadenas & Farmacias,Retail,Colombia,2026-06,2026-06-07,2026-08-21,75,135333750,True,0,Al día
FV-202606-01201,Cruz Verde,Cadenas & Farmacias,Retail,Colombia,2026-06,2026-06-24,2026-09-07,75,214088610,False,0,Al día
FV-202606-01202,Droguerías La Rebaja,Cadenas & Farmacias,Retail,Colombia,2026-06,2026-06-21,2026-09-04,75,213824958,False,0,Al día
FV-202606-01203,Éxito,Cadenas & Farmacias,Retail,Colombia,2026-06,2026-06-17,2026-08-31,75,195141354,False,0,Al día
FV-202606-01204,Locatel,Cadenas & Farmacias,Retail,Colombia,2026-06,2026-06-05,2026-08-19,75,239849075,True,0,Al día
FV-202606-01205,Olímpica,Cadenas & Farmacias,Retail,Colombia,2026-06,2026-06-23,2026-09-06,75,193436144,False,0,Al día
FV-202606-01210,Distribuidor Ecuador,Distribuidor Ecuador,Internacional,Ecuador,2026-06,2026-06-02,2026-08-01,60,330226977,True,0,Al día
FV-202606-01220,Distribuidor Honduras,Distribuidor Honduras,Internacional,Honduras,2026-06,2026-06-20,2026-08-19,60,223793919,True,0,Al día
FV-202606-01230,Distribuidor México,Distribuidor México,Internacional,México,2026-06,2026-06-04,2026-08-03,60,132694903,True,0,Al día
FV-202606-01240,Distribuidor Panamá,Distribuidor Panamá,Internacional,Panamá,2026-06,2026-06-09,2026-08-08,60,102151878,True,0,Al día
FV-202606-01250,Suples Colombia,Distribuidores,Mayorista,Colombia,2026-06,2026-06-03,2026-07-18,45,260079868,True,0,Al día
FV-202606-01251,MiProteína,Distribuidores,Mayorista,Colombia,2026-06,2026-06-22,2026-08-06,45,222175321,True,0,Al día
FV-202606-01252,Suplementos Colombia,Distribuidores,Mayorista,Colombia,2026-06,2026-06-16,2026-07-31,45,169518311,True,0,Al día
FV-202606-01253,Nutrición Total,Distribuidores,Mayorista,Colombia,2026-06,2026-06-05,2026-07-20,45,326900919,True,0,Al día
FV-202606-01254,Distribuidora Andina,Distribuidores,Mayorista,Colombia,2026-06,2026-06-13,2026-07-28,45,168779285,True,0,Al día
FV-202606-01255,Mundo Fitness,Distribuidores,Mayorista,Colombia,2026-06,2026-06-27,2026-08-11,45,225238641,False,20,Vencida 1-30
FV-202606-01256,Vital Supplements,Distribuidores,Mayorista,Colombia,2026-06,2026-06-12,2026-07-27,45,231290768,True,0,Al día
FV-202606-01257,Anabólicos del Valle,Distribuidores,Mayorista,Colombia,2026-06,2026-06-01,2026-07-16,45,332863774,True,0,Al día
FV-202606-01260,Bodytech,Gimnasios & Wellness,Especializado,Colombia,2026-06,2026-06-20,2026-08-04,45,98101669,True,0,Al día
FV-202606-01261,Smart Fit,Gimnasios & Wellness,Especializado,Colombia,2026-06,2026-06-01,2026-07-16,45,181302141,True,0,Al día
FV-202606-01262,Stark Gym,Gimnasios & Wellness,Especializado,Colombia,2026-06,2026-06-22,2026-08-06,45,142962350,True,0,Al día
FV-202606-01263,Gimnasios independientes,Gimnasios & Wellness,Especializado,Colombia,2026-06,2026-06-08,2026-07-23,45,164763419,True,0,Al día
FV-202606-01270,Cliente maquila lácteos,Maquila & Marca Propia,Maquila,Colombia,2026-06,2026-06-21,2026-08-20,60,295439867,True,0,Al día
FV-202606-01271,Marca privada retail,Maquila & Marca Propia,Maquila,Colombia,2026-06,2026-06-24,2026-08-23,60,157512024,True,0,Al día
FV-202606-01272,Marca privada gimnasios,Maquila & Marca Propia,Maquila,Colombia,2026-06,2026-06-21,2026-08-20,60,115315102,False,11,Vencida 1-30
FV-202606-01280,Distribuidor España,Nutramerican España,Internacional,España,2026-06,2026-06-24,2026-08-08,45,17076139,True,0,Al día
FV-202606-01290,Distribuidor Estados Unidos,Nutramerican USA LLC,Internacional,Estados Unidos,2026-06,2026-06-13,2026-07-13,30,10089160,True,0,Al día
FV-202607-01300,Farmatodo,Cadenas & Farmacias,Retail,Colombia,2026-07,2026-07-14,2026-09-27,75,223160103,False,0,Al día
FV-202607-01301,Cruz Verde,Cadenas & Farmacias,Retail,Colombia,2026-07,2026-07-10,2026-09-23,75,209699094,False,0,Al día
FV-202607-01302,Droguerías La Rebaja,Cadenas & Farmacias,Retail,Colombia,2026-07,2026-07-24,2026-10-07,75,270155969,False,0,Al día
FV-202607-01303,Éxito,Cadenas & Farmacias,Retail,Colombia,2026-07,2026-07-07,2026-09-20,75,254643161,False,0,Al día
FV-202607-01304,Locatel,Cadenas & Farmacias,Retail,Colombia,2026-07,2026-07-26,2026-10-09,75,125515421,False,0,Al día
FV-202607-01305,Olímpica,Cadenas & Farmacias,Retail,Colombia,2026-07,2026-07-21,2026-10-04,75,174402970,False,0,Al día
FV-202607-01310,Distribuidor Ecuador,Distribuidor Ecuador,Internacional,Ecuador,2026-07,2026-07-04,2026-09-02,60,328131655,False,0,Al día
FV-202607-01320,Distribuidor Honduras,Distribuidor Honduras,Internacional,Honduras,2026-07,2026-07-01,2026-08-30,60,85232522,False,1,Vencida 1-30
FV-202607-01330,Distribuidor México,Distribuidor México,Internacional,México,2026-07,2026-07-26,2026-09-24,60,265062739,False,0,Al día
FV-202607-01340,Distribuidor Panamá,Distribuidor Panamá,Internacional,Panamá,2026-07,2026-07-08,2026-09-06,60,109157870,False,0,Al día
FV-202607-01350,Suples Colombia,Distribuidores,Mayorista,Colombia,2026-07,2026-07-27,2026-09-10,45,190050745,False,0,Al día
FV-202607-01351,MiProteína,Distribuidores,Mayorista,Colombia,2026-07,2026-07-04,2026-08-18,45,169902554,True,0,Al día
FV-202607-01352,Suplementos Colombia,Distribuidores,Mayorista,Colombia,2026-07,2026-07-20,2026-09-03,45,249615638,False,0,Al día
FV-202607-01353,Nutrición Total,Distribuidores,Mayorista,Colombia,2026-07,2026-07-10,2026-08-24,45,301814828,False,7,Vencida 1-30
FV-202607-01354,Distribuidora Andina,Distribuidores,Mayorista,Colombia,2026-07,2026-07-20,2026-09-03,45,237013081,False,0,Al día
FV-202607-01355,Mundo Fitness,Distribuidores,Mayorista,Colombia,2026-07,2026-07-19,2026-09-02,45,159866582,False,0,Al día
FV-202607-01356,Vital Supplements,Distribuidores,Mayorista,Colombia,2026-07,2026-07-06,2026-08-20,45,192643341,True,0,Al día
FV-202607-01357,Anabólicos del Valle,Distribuidores,Mayorista,Colombia,2026-07,2026-07-19,2026-09-02,45,120301372,False,0,Al día
FV-202607-01360,Bodytech,Gimnasios & Wellness,Especializado,Colombia,2026-07,2026-07-13,2026-08-27,45,84989597,True,0,Al día
FV-202607-01361,Smart Fit,Gimnasios & Wellness,Especializado,Colombia,2026-07,2026-07-25,2026-09-08,45,178655470,True,0,Al día
FV-202607-01362,Stark Gym,Gimnasios & Wellness,Especializado,Colombia,2026-07,2026-07-24,2026-09-07,45,180024561,False,0,Al día
FV-202607-01363,Gimnasios independientes,Gimnasios & Wellness,Especializado,Colombia,2026-07,2026-07-21,2026-09-04,45,147486945,False,0,Al día
FV-202607-01370,Cliente maquila lácteos,Maquila & Marca Propia,Maquila,Colombia,2026-07,2026-07-12,2026-09-10,60,162892901,False,0,Al día
FV-202607-01371,Marca privada retail,Maquila & Marca Propia,Maquila,Colombia,2026-07,2026-07-27,2026-09-25,60,294176100,False,0,Al día
FV-202607-01372,Marca privada gimnasios,Maquila & Marca Propia,Maquila,Colombia,2026-07,2026-07-06,2026-09-04,60,303241111,False,0,Al día
FV-202607-01380,Distribuidor España,Nutramerican España,Internacional,España,2026-07,2026-07-12,2026-08-26,45,72037852,False,5,Vencida 1-30
FV-202607-01390,Distribuidor Estados Unidos,Nutramerican USA LLC,Internacional,Estados Unidos,2026-07,2026-07-26,2026-08-25,30,32998448,False,6,Vencida 1-30
FV-202608-01400,Farmatodo,Cadenas & Farmacias,Retail,Colombia,2026-08,2026-08-26,2026-11-09,75,92633955,False,0,Al día
FV-202608-01401,Cruz Verde,Cadenas & Farmacias,Retail,Colombia,2026-08,2026-08-26,2026-11-09,75,187332619,False,0,Al día
FV-202608-01402,Droguerías La Rebaja,Cadenas & Farmacias,Retail,Colombia,2026-08,2026-08-05,2026-10-19,75,209013210,False,0,Al día
FV-202608-01403,Éxito,Cadenas & Farmacias,Retail,Colombia,2026-08,2026-08-15,2026-10-29,75,185667135,False,0,Al día
FV-202608-01404,Locatel,Cadenas & Farmacias,Retail,Colombia,2026-08,2026-08-04,2026-10-18,75,105897846,False,0,Al día
FV-202608-01405,Olímpica,Cadenas & Farmacias,Retail,Colombia,2026-08,2026-08-10,2026-10-24,75,234340591,False,0,Al día
FV-202608-01410,Distribuidor Ecuador,Distribuidor Ecuador,Internacional,Ecuador,2026-08,2026-08-12,2026-10-11,60,197956256,False,0,Al día
FV-202608-01420,Distribuidor Honduras,Distribuidor Honduras,Internacional,Honduras,2026-08,2026-08-16,2026-10-15,60,151339718,False,0,Al día
FV-202608-01430,Distribuidor México,Distribuidor México,Internacional,México,2026-08,2026-08-05,2026-10-04,60,188740850,True,0,Al día
FV-202608-01440,Distribuidor Panamá,Distribuidor Panamá,Internacional,Panamá,2026-08,2026-08-01,2026-09-30,60,82521479,False,0,Al día
FV-202608-01450,Suples Colombia,Distribuidores,Mayorista,Colombia,2026-08,2026-08-22,2026-10-06,45,133259483,False,0,Al día
FV-202608-01451,MiProteína,Distribuidores,Mayorista,Colombia,2026-08,2026-08-27,2026-10-11,45,280882841,False,0,Al día
FV-202608-01452,Suplementos Colombia,Distribuidores,Mayorista,Colombia,2026-08,2026-08-08,2026-09-22,45,187577691,False,0,Al día
FV-202608-01453,Nutrición Total,Distribuidores,Mayorista,Colombia,2026-08,2026-08-09,2026-09-23,45,315799067,False,0,Al día
FV-202608-01454,Distribuidora Andina,Distribuidores,Mayorista,Colombia,2026-08,2026-08-20,2026-10-04,45,228925855,False,0,Al día
FV-202608-01455,Mundo Fitness,Distribuidores,Mayorista,Colombia,2026-08,2026-08-20,2026-10-04,45,151427175,False,0,Al día
FV-202608-01456,Vital Supplements,Distribuidores,Mayorista,Colombia,2026-08,2026-08-11,2026-09-25,45,183494496,True,0,Al día
FV-202608-01457,Anabólicos del Valle,Distribuidores,Mayorista,Colombia,2026-08,2026-08-12,2026-09-26,45,156681539,False,0,Al día
FV-202608-01460,Bodytech,Gimnasios & Wellness,Especializado,Colombia,2026-08,2026-08-05,2026-09-19,45,81482095,True,0,Al día
FV-202608-01461,Smart Fit,Gimnasios & Wellness,Especializado,Colombia,2026-08,2026-08-16,2026-09-30,45,87548924,False,0,Al día
FV-202608-01462,Stark Gym,Gimnasios & Wellness,Especializado,Colombia,2026-08,2026-08-19,2026-10-03,45,153544074,True,0,Al día
FV-202608-01463,Gimnasios independientes,Gimnasios & Wellness,Especializado,Colombia,2026-08,2026-08-25,2026-10-09,45,149672855,False,0,Al día
FV-202608-01470,Cliente maquila lácteos,Maquila & Marca Propia,Maquila,Colombia,2026-08,2026-08-08,2026-10-07,60,264379236,False,0,Al día
FV-202608-01471,Marca privada retail,Maquila & Marca Propia,Maquila,Colombia,2026-08,2026-08-19,2026-10-18,60,200817577,False,0,Al día
FV-202608-01472,Marca privada gimnasios,Maquila & Marca Propia,Maquila,Colombia,2026-08,2026-08-13,2026-10-12,60,130018505,False,0,Al día
FV-202608-01480,Distribuidor España,Nutramerican España,Internacional,España,2026-08,2026-08-12,2026-09-26,45,59806374,False,0,Al día
FV-202608-01490,Distribuidor Estados Unidos,Nutramerican USA LLC,Internacional,Estados Unidos,2026-08,2026-08-11,2026-09-10,30,65973714,False,0,Al día
