sku,producto,marca,categoria,canal,tipo_canal,pais,pvp_gondola_cop,precio_neto_cop,costo_unitario_cop,margen_cop,margen_pct
NUT-BAL,Nutra Balance x8 sobres,Nutra,Nutrición general,Distribuidor Panamá,Internacional,Panamá,57600,42600,21500,21100,49.5
NUT-BAL,Nutra Balance x8 sobres,Nutra,Nutrición general,Nutramerican España,Internacional,España,68800,55000,21500,33500,60.9
NUT-BAL,Nutra Balance x8 sobres,Nutra,Nutrición general,Nutramerican USA LLC,Internacional,Estados Unidos,75800,64400,21500,42900,66.6
NUT-C,Nutra-C Ácido Ascórbico 200 g,Nutra,Nutrición general,Tiendas Nutramerican,Tienda propia,Colombia,65100,65100,21400,43700,67.1
NUT-C,Nutra-C Ácido Ascórbico 200 g,Nutra,Nutrición general,nutramerican.com,E-commerce,Colombia,65400,65400,21400,44000,67.3
NUT-C,Nutra-C Ácido Ascórbico 200 g,Nutra,Nutrición general,Distribuidores,Mayorista,Colombia,75700,53000,21400,31600,59.6
NUT-C,Nutra-C Ácido Ascórbico 200 g,Nutra,Nutrición general,Cadenas & Farmacias,Retail,Colombia,80200,52900,21400,31500,59.5
NUT-C,Nutra-C Ácido Ascórbico 200 g,Nutra,Nutrición general,Gimnasios & Wellness,Especializado,Colombia,78900,56800,21400,35400,62.3
NUT-C,Nutra-C Ácido Ascórbico 200 g,Nutra,Nutrición general,Distribuidor Ecuador,Internacional,Ecuador,76400,56500,21400,35100,62.1
NUT-C,Nutra-C Ácido Ascórbico 200 g,Nutra,Nutrición general,Distribuidor México,Internacional,México,81600,58800,21400,37400,63.6
NUT-C,Nutra-C Ácido Ascórbico 200 g,Nutra,Nutrición general,Distribuidor Honduras,Internacional,Honduras,70600,52200,21400,30800,59.0
NUT-C,Nutra-C Ácido Ascórbico 200 g,Nutra,Nutrición general,Distribuidor Panamá,Internacional,Panamá,73900,54700,21400,33300,60.9
NUT-C,Nutra-C Ácido Ascórbico 200 g,Nutra,Nutrición general,Nutramerican España,Internacional,España,97300,77800,21400,56400,72.5
NUT-C,Nutra-C Ácido Ascórbico 200 g,Nutra,Nutrición general,Nutramerican USA LLC,Internacional,Estados Unidos,100100,85100,21400,63700,74.9
NUT-SB,Nutra Smart Baby,Nutra,Nutrición general,Tiendas Nutramerican,Tienda propia,Colombia,19200,19200,9100,10100,52.6
NUT-SB,Nutra Smart Baby,Nutra,Nutrición general,nutramerican.com,E-commerce,Colombia,18800,18800,9100,9700,51.6
NUT-SB,Nutra Smart Baby,Nutra,Nutrición general,Distribuidores,Mayorista,Colombia,22100,15500,9100,6400,41.3
NUT-SB,Nutra Smart Baby,Nutra,Nutrición general,Cadenas & Farmacias,Retail,Colombia,23500,15500,9100,6400,41.3
NUT-SB,Nutra Smart Baby,Nutra,Nutrición general,Gimnasios & Wellness,Especializado,Colombia,22200,16000,9100,6900,43.1
NUT-SB,Nutra Smart Baby,Nutra,Nutrición general,Distribuidor Ecuador,Internacional,Ecuador,21200,15700,9100,6600,42.0
NUT-SB,Nutra Smart Baby,Nutra,Nutrición general,Distribuidor México,Internacional,México,22500,16200,9100,7100,43.8
NUT-SB,Nutra Smart Baby,Nutra,Nutrición general,Distribuidor Honduras,Internacional,Honduras,21600,16000,9100,6900,43.1
NUT-SB,Nutra Smart Baby,Nutra,Nutrición general,Distribuidor Panamá,Internacional,Panamá,22600,16700,9100,7600,45.5
NUT-SB,Nutra Smart Baby,Nutra,Nutrición general,Nutramerican España,Internacional,España,28400,22700,9100,13600,59.9
NUT-SB,Nutra Smart Baby,Nutra,Nutrición general,Nutramerican USA LLC,Internacional,Estados Unidos,29000,24600,9100,15500,63.0
NUT-SB-DIS,Nutra Smart Baby Display,Nutra,Nutrición general,Tiendas Nutramerican,Tienda propia,Colombia,32800,32800,15900,16900,51.5
NUT-SB-DIS,Nutra Smart Baby Display,Nutra,Nutrición general,nutramerican.com,E-commerce,Colombia,33700,33700,15900,17800,52.8
NUT-SB-DIS,Nutra Smart Baby Display,Nutra,Nutrición general,Distribuidores,Mayorista,Colombia,37700,26400,15900,10500,39.8
NUT-SB-DIS,Nutra Smart Baby Display,Nutra,Nutrición general,Cadenas & Farmacias,Retail,Colombia,39400,26000,15900,10100,38.8
NUT-SB-DIS,Nutra Smart Baby Display,Nutra,Nutrición general,Gimnasios & Wellness,Especializado,Colombia,38500,27700,15900,11800,42.6
NUT-SB-DIS,Nutra Smart Baby Display,Nutra,Nutrición general,Distribuidor Ecuador,Internacional,Ecuador,37600,27800,15900,11900,42.8
NUT-SB-DIS,Nutra Smart Baby Display,Nutra,Nutrición general,Distribuidor México,Internacional,México,41400,29800,15900,13900,46.6
NUT-SB-DIS,Nutra Smart Baby Display,Nutra,Nutrición general,Distribuidor Honduras,Internacional,Honduras,36800,27200,15900,11300,41.5
NUT-SB-DIS,Nutra Smart Baby Display,Nutra,Nutrición general,Distribuidor Panamá,Internacional,Panamá,39500,29200,15900,13300,45.5
NUT-SB-DIS,Nutra Smart Baby Display,Nutra,Nutrición general,Nutramerican España,Internacional,España,46600,37300,15900,21400,57.4
NUT-SB-DIS,Nutra Smart Baby Display,Nutra,Nutrición general,Nutramerican USA LLC,Internacional,Estados Unidos,49900,42400,15900,26500,62.5
RAD-PWD-TAR,Radical Power Drink tarro,Radical,Energía y recuperación,Tiendas Nutramerican,Tienda propia,Colombia,121700,121700,45600,76100,62.5
RAD-PWD-TAR,Radical Power Drink tarro,Radical,Energía y recuperación,nutramerican.com,E-commerce,Colombia,121300,121300,45600,75700,62.4
RAD-PWD-TAR,Radical Power Drink tarro,Radical,Energía y recuperación,Distribuidores,Mayorista,Colombia,143800,100700,45600,55100,54.7
RAD-PWD-TAR,Radical Power Drink tarro,Radical,Energía y recuperación,Cadenas & Farmacias,Retail,Colombia,146400,96600,45600,51000,52.8
RAD-PWD-TAR,Radical Power Drink tarro,Radical,Energía y recuperación,Gimnasios & Wellness,Especializado,Colombia,148500,106900,45600,61300,57.3
RAD-PWD-TAR,Radical Power Drink tarro,Radical,Energía y recuperación,Distribuidor Ecuador,Internacional,Ecuador,142100,105200,45600,59600,56.7
RAD-PWD-TAR,Radical Power Drink tarro,Radical,Energía y recuperación,Distribuidor México,Internacional,México,144000,103700,45600,58100,56.0
RAD-PWD-TAR,Radical Power Drink tarro,Radical,Energía y recuperación,Distribuidor Honduras,Internacional,Honduras,138200,102300,45600,56700,55.4
RAD-PWD-TAR,Radical Power Drink tarro,Radical,Energía y recuperación,Distribuidor Panamá,Internacional,Panamá,138100,102200,45600,56600,55.4
RAD-PWD-TAR,Radical Power Drink tarro,Radical,Energía y recuperación,Nutramerican España,Internacional,España,174200,139400,45600,93800,67.3
RAD-PWD-TAR,Radical Power Drink tarro,Radical,Energía y recuperación,Nutramerican USA LLC,Internacional,Estados Unidos,177600,151000,45600,105400,69.8
RAD-PWD,Radical Power Drink polvo,Radical,Energía y recuperación,Tiendas Nutramerican,Tienda propia,Colombia,86200,86200,31400,54800,63.6
RAD-PWD,Radical Power Drink polvo,Radical,Energía y recuperación,nutramerican.com,E-commerce,Colombia,90400,90400,31400,59000,65.3
RAD-PWD,Radical Power Drink polvo,Radical,Energía y recuperación,Distribuidores,Mayorista,Colombia,103400,72400,31400,41000,56.6
RAD-PWD,Radical Power Drink polvo,Radical,Energía y recuperación,Cadenas & Farmacias,Retail,Colombia,107000,70600,31400,39200,55.5
RAD-PWD,Radical Power Drink polvo,Radical,Energía y recuperación,Gimnasios & Wellness,Especializado,Colombia,99900,71900,31400,40500,56.3
RAD-PWD,Radical Power Drink polvo,Radical,Energía y recuperación,Distribuidor Ecuador,Internacional,Ecuador,99300,73500,31400,42100,57.3
RAD-PWD,Radical Power Drink polvo,Radical,Energía y recuperación,Distribuidor México,Internacional,México,106300,76500,31400,45100,59.0
RAD-PWD,Radical Power Drink polvo,Radical,Energía y recuperación,Distribuidor Honduras,Internacional,Honduras,96600,71500,31400,40100,56.1
RAD-PWD,Radical Power Drink polvo,Radical,Energía y recuperación,Distribuidor Panamá,Internacional,Panamá,100500,74400,31400,43000,57.8
RAD-PWD,Radical Power Drink polvo,Radical,Energía y recuperación,Nutramerican España,Internacional,España,118500,94800,31400,63400,66.9
RAD-PWD,Radical Power Drink polvo,Radical,Energía y recuperación,Nutramerican USA LLC,Internacional,Estados Unidos,126600,107600,31400,76200,70.8
RAD-ENX,Energy X,Radical,Energía y recuperación,Tiendas Nutramerican,Tienda propia,Colombia,28800,28800,15600,13200,45.8
RAD-ENX,Energy X,Radical,Energía y recuperación,nutramerican.com,E-commerce,Colombia,31300,31300,15600,15700,50.2
RAD-ENX,Energy X,Radical,Energía y recuperación,Distribuidores,Mayorista,Colombia,35800,25100,15600,9500,37.8
RAD-ENX,Energy X,Radical,Energía y recuperación,Cadenas & Farmacias,Retail,Colombia,37800,24900,15600,9300,37.3
RAD-ENX,Energy X,Radical,Energía y recuperación,Gimnasios & Wellness,Especializado,Colombia,35800,25800,15600,10200,39.5
RAD-ENX,Energy X,Radical,Energía y recuperación,Distribuidor Ecuador,Internacional,Ecuador,33700,24900,15600,9300,37.3
RAD-ENX,Energy X,Radical,Energía y recuperación,Distribuidor México,Internacional,México,36700,26400,15600,10800,40.9
RAD-ENX,Energy X,Radical,Energía y recuperación,Distribuidor Honduras,Internacional,Honduras,33700,24900,15600,9300,37.3
RAD-ENX,Energy X,Radical,Energía y recuperación,Distribuidor Panamá,Internacional,Panamá,34600,25600,15600,10000,39.1
RAD-ENX,Energy X,Radical,Energía y recuperación,Nutramerican España,Internacional,España,43500,34800,15600,19200,55.2
RAD-ENX,Energy X,Radical,Energía y recuperación,Nutramerican USA LLC,Internacional,Estados Unidos,45700,38800,15600,23200,59.8
RAD-MYT-24,Myth Legendary Pre-Workout x24,Radical,Energía y recuperación,Tiendas Nutramerican,Tienda propia,Colombia,188800,188800,108100,80700,42.7
RAD-MYT-24,Myth Legendary Pre-Workout x24,Radical,Energía y recuperación,nutramerican.com,E-commerce,Colombia,186400,186400,108100,78300,42.0
RAD-MYT-24,Myth Legendary Pre-Workout x24,Radical,Energía y recuperación,Distribuidores,Mayorista,Colombia,218900,153200,108100,45100,29.4
RAD-MYT-24,Myth Legendary Pre-Workout x24,Radical,Energía y recuperación,Cadenas & Farmacias,Retail,Colombia,235100,155200,108100,47100,30.3
RAD-MYT-24,Myth Legendary Pre-Workout x24,Radical,Energía y recuperación,Gimnasios & Wellness,Especializado,Colombia,233600,168200,108100,60100,35.7
RAD-MYT-24,Myth Legendary Pre-Workout x24,Radical,Energía y recuperación,Distribuidor Ecuador,Internacional,Ecuador,212200,157000,108100,48900,31.1
RAD-MYT-24,Myth Legendary Pre-Workout x24,Radical,Energía y recuperación,Distribuidor México,Internacional,México,228000,164200,108100,56100,34.2
RAD-MYT-24,Myth Legendary Pre-Workout x24,Radical,Energía y recuperación,Distribuidor Honduras,Internacional,Honduras,215400,159400,108100,51300,32.2
RAD-MYT-24,Myth Legendary Pre-Workout x24,Radical,Energía y recuperación,Distribuidor Panamá,Internacional,Panamá,222900,164900,108100,56800,34.4
RAD-MYT-24,Myth Legendary Pre-Workout x24,Radical,Energía y recuperación,Nutramerican España,Internacional,España,271300,217000,108100,108900,50.2
RAD-MYT-24,Myth Legendary Pre-Workout x24,Radical,Energía y recuperación,Nutramerican USA LLC,Internacional,Estados Unidos,300400,255300,108100,147200,57.7
RAD-MYT-12,Myth Legendary Pre-Workout x12,Radical,Energía y recuperación,Tiendas Nutramerican,Tienda propia,Colombia,102300,102300,57800,44500,43.5
RAD-MYT-12,Myth Legendary Pre-Workout x12,Radical,Energía y recuperación,nutramerican.com,E-commerce,Colombia,99300,99300,57800,41500,41.8
RAD-MYT-12,Myth Legendary Pre-Workout x12,Radical,Energía y recuperación,Distribuidores,Mayorista,Colombia,114800,80400,57800,22600,28.1
RAD-MYT-12,Myth Legendary Pre-Workout x12,Radical,Energía y recuperación,Cadenas & Farmacias,Retail,Colombia,125300,82700,57800,24900,30.1
RAD-MYT-12,Myth Legendary Pre-Workout x12,Radical,Energía y recuperación,Gimnasios & Wellness,Especializado,Colombia,125700,90500,57800,32700,36.1
RAD-MYT-12,Myth Legendary Pre-Workout x12,Radical,Energía y recuperación,Distribuidor Ecuador,Internacional,Ecuador,118200,87500,57800,29700,33.9
RAD-MYT-12,Myth Legendary Pre-Workout x12,Radical,Energía y recuperación,Distribuidor México,Internacional,México,117500,84600,57800,26800,31.7
RAD-MYT-12,Myth Legendary Pre-Workout x12,Radical,Energía y recuperación,Distribuidor Honduras,Internacional,Honduras,112100,83000,57800,25200,30.4
RAD-MYT-12,Myth Legendary Pre-Workout x12,Radical,Energía y recuperación,Distribuidor Panamá,Internacional,Panamá,120000,88800,57800,31000,34.9
RAD-MYT-12,Myth Legendary Pre-Workout x12,Radical,Energía y recuperación,Nutramerican España,Internacional,España,150600,120500,57800,62700,52.0
RAD-MYT-12,Myth Legendary Pre-Workout x12,Radical,Energía y recuperación,Nutramerican USA LLC,Internacional,Estados Unidos,154700,131500,57800,73700,56.0
RAD-RES-24,Rescue · paca x24,Radical,Energía y recuperación,Tiendas Nutramerican,Tienda propia,Colombia,190200,190200,104300,85900,45.2
RAD-RES-24,Rescue · paca x24,Radical,Energía y recuperación,nutramerican.com,E-commerce,Colombia,194100,194100,104300,89800,46.3
RAD-RES-24,Rescue · paca x24,Radical,Energía y recuperación,Distribuidores,Mayorista,Colombia,229900,160900,104300,56600,35.2
RAD-RES-24,Rescue · paca x24,Radical,Energía y recuperación,Cadenas & Farmacias,Retail,Colombia,231600,152900,104300,48600,31.8
RAD-RES-24,Rescue · paca x24,Radical,Energía y recuperación,Gimnasios & Wellness,Especializado,Colombia,229700,165400,104300,61100,36.9
RAD-RES-24,Rescue · paca x24,Radical,Energía y recuperación,Distribuidor Ecuador,Internacional,Ecuador,215300,159300,104300,55000,34.5
RAD-RES-24,Rescue · paca x24,Radical,Energía y recuperación,Distribuidor México,Internacional,México,225800,162600,104300,58300,35.9
RAD-RES-24,Rescue · paca x24,Radical,Energía y recuperación,Distribuidor Honduras,Internacional,Honduras,218900,162000,104300,57700,35.6
RAD-RES-24,Rescue · paca x24,Radical,Energía y recuperación,Distribuidor Panamá,Internacional,Panamá,216700,160400,104300,56100,35.0
RAD-RES-24,Rescue · paca x24,Radical,Energía y recuperación,Nutramerican España,Internacional,España,275900,220700,104300,116400,52.7
RAD-RES-24,Rescue · paca x24,Radical,Energía y recuperación,Nutramerican USA LLC,Internacional,Estados Unidos,290200,246700,104300,142400,57.7
RAD-RES-12,Rescue · paca x12,Radical,Energía y recuperación,Tiendas Nutramerican,Tienda propia,Colombia,103400,103400,55800,47600,46.0
RAD-RES-12,Rescue · paca x12,Radical,Energía y recuperación,nutramerican.com,E-commerce,Colombia,98900,98900,55800,43100,43.6
RAD-RES-12,Rescue · paca x12,Radical,Energía y recuperación,Distribuidores,Mayorista,Colombia,120700,84500,55800,28700,34.0
RAD-RES-12,Rescue · paca x12,Radical,Energía y recuperación,Cadenas & Farmacias,Retail,Colombia,125500,82800,55800,27000,32.6
RAD-RES-12,Rescue · paca x12,Radical,Energía y recuperación,Gimnasios & Wellness,Especializado,Colombia,125700,90500,55800,34700,38.3
RAD-RES-12,Rescue · paca x12,Radical,Energía y recuperación,Distribuidor Ecuador,Internacional,Ecuador,115800,85700,55800,29900,34.9
RAD-RES-12,Rescue · paca x12,Radical,Energía y recuperación,Distribuidor México,Internacional,México,120700,86900,55800,31100,35.8
RAD-RES-12,Rescue · paca x12,Radical,Energía y recuperación,Distribuidor Honduras,Internacional,Honduras,116900,86500,55800,30700,35.5
RAD-RES-12,Rescue · paca x12,Radical,Energía y recuperación,Distribuidor Panamá,Internacional,Panamá,117500,87000,55800,31200,35.9
RAD-RES-12,Rescue · paca x12,Radical,Energía y recuperación,Nutramerican España,Internacional,España,142900,114300,55800,58500,51.2
RAD-RES-12,Rescue · paca x12,Radical,Energía y recuperación,Nutramerican USA LLC,Internacional,Estados Unidos,157300,133700,55800,77900,58.3
RAD-RES-4,Rescue · paca x4,Radical,Energía y recuperación,Tiendas Nutramerican,Tienda propia,Colombia,31900,31900,17400,14500,45.5
RAD-RES-4,Rescue · paca x4,Radical,Energía y recuperación,nutramerican.com,E-commerce,Colombia,29400,29400,17400,12000,40.8
RAD-RES-4,Rescue · paca x4,Radical,Energía y recuperación,Distribuidores,Mayorista,Colombia,36500,25600,17400,8200,32.0
RAD-RES-4,Rescue · paca x4,Radical,Energía y recuperación,Cadenas & Farmacias,Retail,Colombia,38200,25200,17400,7800,31.0
RAD-RES-4,Rescue · paca x4,Radical,Energía y recuperación,Gimnasios & Wellness,Especializado,Colombia,38500,27700,17400,10300,37.2
RAD-RES-4,Rescue · paca x4,Radical,Energía y recuperación,Distribuidor Ecuador,Internacional,Ecuador,37800,28000,17400,10600,37.9
RAD-RES-4,Rescue · paca x4,Radical,Energía y recuperación,Distribuidor México,Internacional,México,40300,29000,17400,11600,40.0
RAD-RES-4,Rescue · paca x4,Radical,Energía y recuperación,Distribuidor Honduras,Internacional,Honduras,36600,27100,17400,9700,35.8
RAD-RES-4,Rescue · paca x4,Radical,Energía y recuperación,Distribuidor Panamá,Internacional,Panamá,36400,26900,17400,9500,35.3
RAD-RES-4,Rescue · paca x4,Radical,Energía y recuperación,Nutramerican España,Internacional,España,44700,35800,17400,18400,51.4
RAD-RES-4,Rescue · paca x4,Radical,Energía y recuperación,Nutramerican USA LLC,Internacional,Estados Unidos,47000,40000,17400,22600,56.5
ALI-FIT-COC,Fitbar Coco,Nutramerican,Snacks proteicos,Tiendas Nutramerican,Tienda propia,Colombia,166800,166800,84100,82700,49.6
ALI-FIT-COC,Fitbar Coco,Nutramerican,Snacks proteicos,nutramerican.com,E-commerce,Colombia,169600,169600,84100,85500,50.4
ALI-FIT-COC,Fitbar Coco,Nutramerican,Snacks proteicos,Distribuidores,Mayorista,Colombia,186500,130500,84100,46400,35.6
ALI-FIT-COC,Fitbar Coco,Nutramerican,Snacks proteicos,Cadenas & Farmacias,Retail,Colombia,207300,136800,84100,52700,38.5
ALI-FIT-COC,Fitbar Coco,Nutramerican,Snacks proteicos,Gimnasios & Wellness,Especializado,Colombia,202000,145400,84100,61300,42.2
ALI-FIT-COC,Fitbar Coco,Nutramerican,Snacks proteicos,Distribuidor Ecuador,Internacional,Ecuador,192700,142600,84100,58500,41.0
ALI-FIT-COC,Fitbar Coco,Nutramerican,Snacks proteicos,Distribuidor México,Internacional,México,215600,155200,84100,71100,45.8
ALI-FIT-COC,Fitbar Coco,Nutramerican,Snacks proteicos,Distribuidor Honduras,Internacional,Honduras,190300,140800,84100,56700,40.3
ALI-FIT-COC,Fitbar Coco,Nutramerican,Snacks proteicos,Distribuidor Panamá,Internacional,Panamá,194800,144200,84100,60100,41.7
ALI-FIT-COC,Fitbar Coco,Nutramerican,Snacks proteicos,Nutramerican España,Internacional,España,242400,193900,84100,109800,56.6
ALI-FIT-COC,Fitbar Coco,Nutramerican,Snacks proteicos,Nutramerican USA LLC,Internacional,Estados Unidos,247800,210600,84100,126500,60.1
ALI-FIT-CHO,Fitbar Chocolate,Nutramerican,Snacks proteicos,Tiendas Nutramerican,Tienda propia,Colombia,161000,161000,84100,76900,47.8
ALI-FIT-CHO,Fitbar Chocolate,Nutramerican,Snacks proteicos,nutramerican.com,E-commerce,Colombia,166500,166500,84100,82400,49.5
ALI-FIT-CHO,Fitbar Chocolate,Nutramerican,Snacks proteicos,Distribuidores,Mayorista,Colombia,199600,139700,84100,55600,39.8
ALI-FIT-CHO,Fitbar Chocolate,Nutramerican,Snacks proteicos,Cadenas & Farmacias,Retail,Colombia,203500,134300,84100,50200,37.4
ALI-FIT-CHO,Fitbar Chocolate,Nutramerican,Snacks proteicos,Gimnasios & Wellness,Especializado,Colombia,202000,145400,84100,61300,42.2
ALI-FIT-CHO,Fitbar Chocolate,Nutramerican,Snacks proteicos,Distribuidor Ecuador,Internacional,Ecuador,189800,140500,84100,56400,40.1
ALI-FIT-CHO,Fitbar Chocolate,Nutramerican,Snacks proteicos,Distribuidor México,Internacional,México,208500,150100,84100,66000,44.0
ALI-FIT-CHO,Fitbar Chocolate,Nutramerican,Snacks proteicos,Distribuidor Honduras,Internacional,Honduras,189000,139900,84100,55800,39.9
ALI-FIT-CHO,Fitbar Chocolate,Nutramerican,Snacks proteicos,Distribuidor Panamá,Internacional,Panamá,197000,145800,84100,61700,42.3
ALI-FIT-CHO,Fitbar Chocolate,Nutramerican,Snacks proteicos,Nutramerican España,Internacional,España,243300,194600,84100,110500,56.8
ALI-FIT-CHO,Fitbar Chocolate,Nutramerican,Snacks proteicos,Nutramerican USA LLC,Internacional,Estados Unidos,243300,206800,84100,122700,59.3
ALI-CAK-VAN,Protein Cake Vainilla,Nutramerican,Snacks proteicos,Tiendas Nutramerican,Tienda propia,Colombia,74700,74700,33700,41000,54.9
ALI-CAK-VAN,Protein Cake Vainilla,Nutramerican,Snacks proteicos,nutramerican.com,E-commerce,Colombia,78000,78000,33700,44300,56.8
ALI-CAK-VAN,Protein Cake Vainilla,Nutramerican,Snacks proteicos,Distribuidores,Mayorista,Colombia,88600,62000,33700,28300,45.6
ALI-CAK-VAN,Protein Cake Vainilla,Nutramerican,Snacks proteicos,Cadenas & Farmacias,Retail,Colombia,95900,63300,33700,29600,46.8
ALI-CAK-VAN,Protein Cake Vainilla,Nutramerican,Snacks proteicos,Gimnasios & Wellness,Especializado,Colombia,91700,66000,33700,32300,48.9
ALI-CAK-VAN,Protein Cake Vainilla,Nutramerican,Snacks proteicos,Distribuidor Ecuador,Internacional,Ecuador,83500,61800,33700,28100,45.5
ALI-CAK-VAN,Protein Cake Vainilla,Nutramerican,Snacks proteicos,Distribuidor México,Internacional,México,92900,66900,33700,33200,49.6
ALI-CAK-VAN,Protein Cake Vainilla,Nutramerican,Snacks proteicos,Distribuidor Honduras,Internacional,Honduras,83400,61700,33700,28000,45.4
ALI-CAK-VAN,Protein Cake Vainilla,Nutramerican,Snacks proteicos,Distribuidor Panamá,Internacional,Panamá,89000,65900,33700,32200,48.9
ALI-CAK-VAN,Protein Cake Vainilla,Nutramerican,Snacks proteicos,Nutramerican España,Internacional,España,107700,86200,33700,52500,60.9
ALI-CAK-VAN,Protein Cake Vainilla,Nutramerican,Snacks proteicos,Nutramerican USA LLC,Internacional,Estados Unidos,114000,96900,33700,63200,65.2
ALI-CAK-CHO,Protein Cake Chocolate,Nutramerican,Snacks proteicos,Tiendas Nutramerican,Tienda propia,Colombia,74900,74900,33700,41200,55.0
ALI-CAK-CHO,Protein Cake Chocolate,Nutramerican,Snacks proteicos,nutramerican.com,E-commerce,Colombia,75400,75400,33700,41700,55.3
ALI-CAK-CHO,Protein Cake Chocolate,Nutramerican,Snacks proteicos,Distribuidores,Mayorista,Colombia,87600,61300,33700,27600,45.0
ALI-CAK-CHO,Protein Cake Chocolate,Nutramerican,Snacks proteicos,Cadenas & Farmacias,Retail,Colombia,90200,59500,33700,25800,43.4
ALI-CAK-CHO,Protein Cake Chocolate,Nutramerican,Snacks proteicos,Gimnasios & Wellness,Especializado,Colombia,88000,63400,33700,29700,46.8
ALI-CAK-CHO,Protein Cake Chocolate,Nutramerican,Snacks proteicos,Distribuidor Ecuador,Internacional,Ecuador,88700,65600,33700,31900,48.6
ALI-CAK-CHO,Protein Cake Chocolate,Nutramerican,Snacks proteicos,Distribuidor México,Internacional,México,95000,68400,33700,34700,50.7
ALI-CAK-CHO,Protein Cake Chocolate,Nutramerican,Snacks proteicos,Distribuidor Honduras,Internacional,Honduras,85900,63600,33700,29900,47.0
ALI-CAK-CHO,Protein Cake Chocolate,Nutramerican,Snacks proteicos,Distribuidor Panamá,Internacional,Panamá,90100,66700,33700,33000,49.5
ALI-CAK-CHO,Protein Cake Chocolate,Nutramerican,Snacks proteicos,Nutramerican España,Internacional,España,111100,88900,33700,55200,62.1
ALI-CAK-CHO,Protein Cake Chocolate,Nutramerican,Snacks proteicos,Nutramerican USA LLC,Internacional,Estados Unidos,110600,94000,33700,60300,64.1
ALI-PAN-WAF,Protein Pancake & Waffle,Nutramerican,Snacks proteicos,Tiendas Nutramerican,Tienda propia,Colombia,57500,57500,26400,31100,54.1
ALI-PAN-WAF,Protein Pancake & Waffle,Nutramerican,Snacks proteicos,nutramerican.com,E-commerce,Colombia,59900,59900,26400,33500,55.9
ALI-PAN-WAF,Protein Pancake & Waffle,Nutramerican,Snacks proteicos,Distribuidores,Mayorista,Colombia,67800,47500,26400,21100,44.4
ALI-PAN-WAF,Protein Pancake & Waffle,Nutramerican,Snacks proteicos,Cadenas & Farmacias,Retail,Colombia,73900,48800,26400,22400,45.9
ALI-PAN-WAF,Protein Pancake & Waffle,Nutramerican,Snacks proteicos,Gimnasios & Wellness,Especializado,Colombia,69600,50100,26400,23700,47.3
ALI-PAN-WAF,Protein Pancake & Waffle,Nutramerican,Snacks proteicos,Distribuidor Ecuador,Internacional,Ecuador,68600,50800,26400,24400,48.0
ALI-PAN-WAF,Protein Pancake & Waffle,Nutramerican,Snacks proteicos,Distribuidor México,Internacional,México,72000,51800,26400,25400,49.0
ALI-PAN-WAF,Protein Pancake & Waffle,Nutramerican,Snacks proteicos,Distribuidor Honduras,Internacional,Honduras,69200,51200,26400,24800,48.4
ALI-PAN-WAF,Protein Pancake & Waffle,Nutramerican,Snacks proteicos,Distribuidor Panamá,Internacional,Panamá,69800,51700,26400,25300,48.9
ALI-PAN-WAF,Protein Pancake & Waffle,Nutramerican,Snacks proteicos,Nutramerican España,Internacional,España,84800,67800,26400,41400,61.1
ALI-PAN-WAF,Protein Pancake & Waffle,Nutramerican,Snacks proteicos,Nutramerican USA LLC,Internacional,Estados Unidos,91300,77600,26400,51200,66.0
ALI-PAN-TRA,Protein Pancake Tradicional,Nutramerican,Snacks proteicos,Tiendas Nutramerican,Tienda propia,Colombia,53300,53300,22000,31300,58.7
ALI-PAN-TRA,Protein Pancake Tradicional,Nutramerican,Snacks proteicos,nutramerican.com,E-commerce,Colombia,50500,50500,22000,28500,56.4
ALI-PAN-TRA,Protein Pancake Tradicional,Nutramerican,Snacks proteicos,Distribuidores,Mayorista,Colombia,56500,39600,22000,17600,44.4
ALI-PAN-TRA,Protein Pancake Tradicional,Nutramerican,Snacks proteicos,Cadenas & Farmacias,Retail,Colombia,62100,41000,22000,19000,46.3
ALI-PAN-TRA,Protein Pancake Tradicional,Nutramerican,Snacks proteicos,Gimnasios & Wellness,Especializado,Colombia,63400,45600,22000,23600,51.8
ALI-PAN-TRA,Protein Pancake Tradicional,Nutramerican,Snacks proteicos,Distribuidor Ecuador,Internacional,Ecuador,58200,43100,22000,21100,49.0
ALI-PAN-TRA,Protein Pancake Tradicional,Nutramerican,Snacks proteicos,Distribuidor México,Internacional,México,62700,45100,22000,23100,51.2
ALI-PAN-TRA,Protein Pancake Tradicional,Nutramerican,Snacks proteicos,Distribuidor Honduras,Internacional,Honduras,58400,43200,22000,21200,49.1
ALI-PAN-TRA,Protein Pancake Tradicional,Nutramerican,Snacks proteicos,Distribuidor Panamá,Internacional,Panamá,60500,44800,22000,22800,50.9
ALI-PAN-TRA,Protein Pancake Tradicional,Nutramerican,Snacks proteicos,Nutramerican España,Internacional,España,74200,59400,22000,37400,63.0
ALI-PAN-TRA,Protein Pancake Tradicional,Nutramerican,Snacks proteicos,Nutramerican USA LLC,Internacional,Estados Unidos,76500,65000,22000,43000,66.2
MER-BAC,Nutramerican Backpack,Nutramerican,Merch,Tiendas Nutramerican,Tienda propia,Colombia,199200,199200,124000,75200,37.8
MER-BAC,Nutramerican Backpack,Nutramerican,Merch,nutramerican.com,E-commerce,Colombia,198800,198800,124000,74800,37.6
