pqr_id,fecha,mes,motivo,canal,ciudad,estado,horas_primera_respuesta,horas_cierre,cumple_sla_4h,csat,requiere_agente_humano
PQR-202510-03270,2025-10-26,2025-10,Camiseta personalizada pendiente,Chat del sitio,Villavicencio,Cerrado,9.0,66.8,False,3.0,False
PQR-202510-03271,2025-10-04,2025-10,Solicitud de factura electrónica,Chat del sitio,Bogotá,Cerrado,0.6,12.0,True,4.0,False
PQR-202510-03272,2025-10-15,2025-10,Demora en la entrega,Tienda física,Manizales,Cerrado,0.3,21.2,True,3.0,False
PQR-202510-03273,2025-10-24,2025-10,Camiseta personalizada pendiente,Chat del sitio,Villavicencio,Cerrado,2.4,44.2,True,3.0,False
PQR-202510-03274,2025-10-12,2025-10,Faltante en el pedido,Chat del sitio,Bucaramanga,Cerrado,0.5,65.7,True,4.0,False
PQR-202510-03275,2025-10-21,2025-10,Camiseta personalizada pendiente,WhatsApp,Bucaramanga,Escalado,0.1,32.9,True,4.0,True
PQR-202510-03276,2025-10-12,2025-10,Faltante en el pedido,Chat del sitio,Bogotá,Cerrado,0.2,84.7,True,4.0,False
PQR-202510-03277,2025-10-04,2025-10,Producto averiado en transporte,WhatsApp,Bucaramanga,Cerrado,1.7,36.7,True,4.0,False
PQR-202510-03278,2025-10-06,2025-10,Producto averiado en transporte,Instagram / redes,Bogotá,Cerrado,4.5,28.4,False,3.0,False
PQR-202510-03279,2025-10-10,2025-10,Demora en la entrega,WhatsApp,Bogotá,Cerrado,0.4,33.8,True,5.0,False
PQR-202510-03280,2025-10-02,2025-10,Producto averiado en transporte,Instagram / redes,Medellín,Cerrado,15.3,37.7,False,4.0,False
PQR-202510-03281,2025-10-22,2025-10,Reclamo por precio o promoción,Línea gratuita #590,Cali,Cerrado,0.5,23.3,True,3.0,False
PQR-202510-03282,2025-10-16,2025-10,Camiseta personalizada pendiente,WhatsApp,Barranquilla,Cerrado,6.0,50.7,False,3.0,False
PQR-202510-03283,2025-10-04,2025-10,Solicitud de factura electrónica,Línea gratuita #590,Bogotá,Cerrado,0.2,14.3,True,5.0,False
PQR-202510-03284,2025-10-08,2025-10,Camiseta personalizada pendiente,Línea gratuita #590,Medellín,Escalado,2.1,25.5,True,4.0,True
PQR-202510-03285,2025-10-14,2025-10,Cambio o garantía,WhatsApp,Cúcuta,Cerrado,1.0,6.5,True,4.0,False
PQR-202510-03286,2025-10-06,2025-10,Faltante en el pedido,Tienda física,Cartagena,Cerrado,0.9,3.1,True,3.0,False
PQR-202510-03287,2025-10-16,2025-10,Reclamo por precio o promoción,WhatsApp,Manizales,Cerrado,0.2,22.9,True,4.0,False
PQR-202510-03288,2025-10-18,2025-10,Evento adverso reportado,WhatsApp,Villavicencio,Escalado,3.6,98.4,True,4.0,True
PQR-202510-03289,2025-10-09,2025-10,Evento adverso reportado,Línea gratuita #590,Bogotá,Cerrado,0.5,11.0,True,5.0,True
PQR-202510-03290,2025-10-07,2025-10,Demora en la entrega,Instagram / redes,Medellín,Cerrado,0.8,1.8,True,3.0,False
PQR-202510-03291,2025-10-17,2025-10,Solicitud de factura electrónica,WhatsApp,Pereira,Cerrado,0.1,15.5,True,4.0,False
PQR-202510-03292,2025-10-25,2025-10,Producto averiado en transporte,WhatsApp,Cali,Cerrado,0.4,1.4,True,5.0,False
PQR-202510-03293,2025-10-17,2025-10,Demora en la entrega,Instagram / redes,Cali,Cerrado,1.9,20.6,True,4.0,False
PQR-202510-03294,2025-10-01,2025-10,Camiseta personalizada pendiente,WhatsApp,Bogotá,Escalado,0.3,52.9,True,4.0,True
PQR-202510-03295,2025-10-04,2025-10,Camiseta personalizada pendiente,WhatsApp,Cartagena,Cerrado,1.5,15.2,True,4.0,False
PQR-202510-03296,2025-10-21,2025-10,Camiseta personalizada pendiente,WhatsApp,Bogotá,Escalado,0.2,33.6,True,5.0,True
PQR-202510-03297,2025-10-01,2025-10,Cambio o garantía,Línea gratuita #590,Medellín,Cerrado,4.5,5.9,False,4.0,False
PQR-202510-03298,2025-10-15,2025-10,Demora en la entrega,WhatsApp,Bucaramanga,Cerrado,2.7,18.6,True,2.0,False
PQR-202510-03299,2025-10-25,2025-10,Camiseta personalizada pendiente,WhatsApp,Bucaramanga,Escalado,1.3,17.3,True,5.0,True
PQR-202510-03300,2025-10-10,2025-10,Cambio o garantía,Tienda física,Bogotá,Cerrado,13.5,38.2,False,5.0,False
PQR-202510-03301,2025-10-25,2025-10,Cambio o garantía,Tienda física,Barranquilla,Cerrado,10.8,24.8,False,3.0,False
PQR-202510-03302,2025-10-09,2025-10,Demora en la entrega,WhatsApp,Bogotá,Cerrado,0.9,86.3,True,4.0,False
PQR-202510-03303,2025-10-06,2025-10,Producto averiado en transporte,WhatsApp,Armenia,Cerrado,0.1,62.3,True,4.0,False
PQR-202510-03304,2025-10-03,2025-10,Demora en la entrega,Chat del sitio,Cúcuta,Cerrado,9.2,18.7,False,4.0,False
PQR-202510-03305,2025-10-13,2025-10,Demora en la entrega,Tienda física,Medellín,Cerrado,0.8,4.6,True,5.0,False
PQR-202510-03306,2025-10-07,2025-10,Solicitud de factura electrónica,WhatsApp,Cartagena,Cerrado,0.1,37.2,True,4.0,False
PQR-202510-03307,2025-10-08,2025-10,Demora en la entrega,WhatsApp,Villavicencio,Cerrado,0.4,22.3,True,4.0,False
PQR-202510-03308,2025-10-17,2025-10,Demora en la entrega,Línea gratuita #590,Barranquilla,Cerrado,0.3,94.4,True,2.0,False
PQR-202510-03309,2025-10-19,2025-10,Reclamo por precio o promoción,WhatsApp,Pereira,Cerrado,1.2,4.7,True,4.0,False
PQR-202510-03310,2025-10-23,2025-10,Faltante en el pedido,Chat del sitio,Bogotá,Cerrado,3.6,9.6,True,5.0,False
PQR-202510-03311,2025-10-15,2025-10,Producto averiado en transporte,Instagram / redes,Pereira,Cerrado,2.6,35.3,True,3.0,False
PQR-202510-03312,2025-10-05,2025-10,Faltante en el pedido,WhatsApp,Ibagué,Cerrado,0.3,7.9,True,5.0,False
PQR-202510-03313,2025-10-03,2025-10,Camiseta personalizada pendiente,Chat del sitio,Barranquilla,Cerrado,0.4,47.9,True,4.0,False
PQR-202510-03314,2025-10-18,2025-10,Camiseta personalizada pendiente,Línea gratuita #590,Bogotá,Cerrado,0.4,7.1,True,4.0,False
PQR-202510-03315,2025-10-12,2025-10,Faltante en el pedido,Tienda física,Pereira,Cerrado,7.1,8.1,False,3.0,False
PQR-202510-03316,2025-10-15,2025-10,Cambio o garantía,WhatsApp,Bogotá,Cerrado,0.1,12.0,True,4.0,False
PQR-202510-03317,2025-10-04,2025-10,Camiseta personalizada pendiente,Línea gratuita #590,Pereira,Escalado,0.3,42.9,True,3.0,True
PQR-202510-03318,2025-10-17,2025-10,Demora en la entrega,Correo electrónico,Cali,Cerrado,14.1,43.1,False,4.0,False
PQR-202510-03319,2025-10-01,2025-10,Reclamo por precio o promoción,WhatsApp,Cúcuta,Cerrado,1.3,5.0,True,5.0,False
PQR-202510-03320,2025-10-15,2025-10,Reclamo por precio o promoción,WhatsApp,Medellín,Cerrado,1.2,16.5,True,3.0,False
PQR-202510-03321,2025-10-16,2025-10,Producto averiado en transporte,WhatsApp,Bucaramanga,Cerrado,0.6,23.7,True,5.0,False
PQR-202510-03322,2025-10-17,2025-10,Reclamo por precio o promoción,Chat del sitio,Bogotá,Cerrado,0.2,23.3,True,4.0,False
PQR-202510-03323,2025-10-08,2025-10,Faltante en el pedido,Instagram / redes,Villavicencio,Cerrado,8.6,131.3,False,4.0,False
PQR-202510-03324,2025-10-18,2025-10,Duda sobre uso del producto,Línea gratuita #590,Barranquilla,Cerrado,1.5,12.0,True,4.0,False
PQR-202510-03325,2025-10-08,2025-10,Contenido incompleto del envase,Línea gratuita #590,Pereira,Cerrado,2.9,74.0,True,3.0,False
PQR-202510-03326,2025-10-13,2025-10,Reclamo por precio o promoción,Chat del sitio,Medellín,Cerrado,1.6,16.6,True,4.0,False
PQR-202510-03327,2025-10-07,2025-10,Demora en la entrega,Chat del sitio,Bogotá,Cerrado,3.2,15.3,True,3.0,False
PQR-202510-03328,2025-10-03,2025-10,Camiseta personalizada pendiente,Tienda física,Santa Marta,Cerrado,1.1,21.8,True,5.0,False
PQR-202510-03329,2025-10-07,2025-10,Faltante en el pedido,WhatsApp,Cartagena,Cerrado,2.7,26.7,True,4.0,False
PQR-202510-03330,2025-10-21,2025-10,Contenido incompleto del envase,WhatsApp,Barranquilla,Escalado,4.1,25.4,False,4.0,True
PQR-202510-03331,2025-10-24,2025-10,Producto averiado en transporte,Correo electrónico,Cúcuta,Cerrado,2.7,22.6,True,5.0,False
PQR-202510-03332,2025-10-04,2025-10,Demora en la entrega,WhatsApp,Bogotá,Cerrado,0.9,39.3,True,5.0,False
PQR-202510-03333,2025-10-13,2025-10,Duda sobre uso del producto,Instagram / redes,Bogotá,Cerrado,11.1,15.6,False,3.0,False
PQR-202510-03334,2025-10-12,2025-10,Faltante en el pedido,WhatsApp,Neiva,Cerrado,1.2,23.2,True,4.0,False
PQR-202510-03335,2025-10-03,2025-10,Demora en la entrega,WhatsApp,Cali,Cerrado,0.6,1.6,True,4.0,False
PQR-202510-03336,2025-10-13,2025-10,Reclamo por precio o promoción,Correo electrónico,Barranquilla,Cerrado,1.4,5.7,True,4.0,False
PQR-202510-03337,2025-10-06,2025-10,Solicitud de factura electrónica,Línea gratuita #590,Barranquilla,Cerrado,1.4,2.4,True,5.0,False
PQR-202510-03338,2025-10-06,2025-10,Producto averiado en transporte,WhatsApp,Bogotá,Cerrado,2.8,5.4,True,2.0,False
PQR-202510-03339,2025-10-27,2025-10,Contenido incompleto del envase,Línea gratuita #590,Bogotá,Cerrado,7.4,138.2,False,3.0,False
PQR-202510-03340,2025-10-05,2025-10,Demora en la entrega,Chat del sitio,Manizales,Cerrado,0.2,26.0,True,3.0,False
PQR-202510-03341,2025-10-21,2025-10,Producto averiado en transporte,Tienda física,Bogotá,Cerrado,8.1,129.1,False,2.0,False
PQR-202510-03342,2025-10-11,2025-10,Contenido incompleto del envase,WhatsApp,Medellín,Cerrado,0.8,33.1,True,3.0,False
PQR-202510-03343,2025-10-10,2025-10,Demora en la entrega,WhatsApp,Cali,Cerrado,1.6,20.3,True,5.0,False
PQR-202510-03344,2025-10-07,2025-10,Demora en la entrega,Tienda física,Cúcuta,Cerrado,8.4,23.9,False,4.0,False
PQR-202510-03345,2025-10-19,2025-10,Solicitud de factura electrónica,Correo electrónico,Bucaramanga,Cerrado,6.2,16.1,False,3.0,False
PQR-202510-03346,2025-10-07,2025-10,Reclamo por precio o promoción,Chat del sitio,Medellín,Cerrado,0.7,29.2,True,4.0,False
PQR-202510-03347,2025-10-11,2025-10,Reclamo por precio o promoción,WhatsApp,Bucaramanga,Cerrado,0.1,8.0,True,5.0,False
PQR-202510-03348,2025-10-17,2025-10,Demora en la entrega,Instagram / redes,Medellín,Cerrado,0.5,3.8,True,4.0,False
PQR-202510-03349,2025-10-07,2025-10,Faltante en el pedido,WhatsApp,Neiva,Cerrado,0.3,34.1,True,4.0,False
PQR-202510-03350,2025-10-02,2025-10,Duda sobre uso del producto,WhatsApp,Cali,Cerrado,0.9,3.8,True,3.0,False
PQR-202510-03351,2025-10-18,2025-10,Faltante en el pedido,Chat del sitio,Cali,Cerrado,1.4,7.0,True,3.0,False
PQR-202510-03352,2025-10-16,2025-10,Demora en la entrega,Instagram / redes,Cartagena,Cerrado,4.4,31.1,False,3.0,False
PQR-202510-03353,2025-10-16,2025-10,Reclamo por precio o promoción,WhatsApp,Bogotá,Cerrado,1.8,12.4,True,4.0,False
PQR-202510-03354,2025-10-08,2025-10,Solicitud de factura electrónica,Instagram / redes,Bogotá,Cerrado,0.2,1.2,True,4.0,False
PQR-202510-03355,2025-10-20,2025-10,Producto averiado en transporte,WhatsApp,Bogotá,Cerrado,0.5,12.9,True,5.0,False
PQR-202510-03356,2025-10-24,2025-10,Faltante en el pedido,Instagram / redes,Pereira,Cerrado,8.9,17.6,False,4.0,False
PQR-202510-03357,2025-10-16,2025-10,Evento adverso reportado,Tienda física,Ibagué,Cerrado,5.0,13.3,False,3.0,True
PQR-202510-03358,2025-10-01,2025-10,Solicitud de factura electrónica,WhatsApp,Medellín,Cerrado,0.4,5.0,True,3.0,False
PQR-202510-03359,2025-10-01,2025-10,Camiseta personalizada pendiente,WhatsApp,Pereira,Escalado,0.7,19.7,True,4.0,True
PQR-202510-03360,2025-10-06,2025-10,Solicitud de factura electrónica,Chat del sitio,Cali,Cerrado,0.1,45.9,True,3.0,False
PQR-202510-03361,2025-10-19,2025-10,Producto averiado en transporte,WhatsApp,Cali,Cerrado,0.6,26.9,True,3.0,False
PQR-202510-03362,2025-10-20,2025-10,Reclamo por precio o promoción,Instagram / redes,Bucaramanga,Cerrado,1.6,11.3,True,4.0,False
PQR-202510-03363,2025-10-18,2025-10,Reclamo por precio o promoción,Chat del sitio,Bogotá,Cerrado,1.3,3.4,True,3.0,False
PQR-202510-03364,2025-10-24,2025-10,Camiseta personalizada pendiente,Correo electrónico,Bogotá,Escalado,4.9,10.0,False,4.0,True
PQR-202510-03365,2025-10-07,2025-10,Faltante en el pedido,Línea gratuita #590,Bogotá,Cerrado,1.1,4.2,True,3.0,False
PQR-202510-03366,2025-10-16,2025-10,Faltante en el pedido,Tienda física,Cali,Cerrado,3.8,23.9,True,2.0,False
PQR-202510-03367,2025-10-16,2025-10,Producto averiado en transporte,Línea gratuita #590,Medellín,Cerrado,1.2,12.6,True,5.0,False
PQR-202510-03368,2025-10-25,2025-10,Duda sobre uso del producto,Chat del sitio,Pasto,Cerrado,0.8,17.7,True,4.0,False
PQR-202510-03369,2025-10-13,2025-10,Reclamo por precio o promoción,WhatsApp,Medellín,Cerrado,0.5,18.5,True,4.0,False
PQR-202510-03370,2025-10-01,2025-10,Contenido incompleto del envase,Línea gratuita #590,Bucaramanga,Escalado,0.7,51.2,True,4.0,True
PQR-202510-03371,2025-10-13,2025-10,Producto averiado en transporte,WhatsApp,Bogotá,Cerrado,2.8,20.7,True,4.0,False
PQR-202510-03372,2025-10-17,2025-10,Faltante en el pedido,Instagram / redes,Barranquilla,Cerrado,20.2,22.9,False,4.0,False
PQR-202510-03373,2025-10-12,2025-10,Contenido incompleto del envase,Chat del sitio,Barranquilla,Cerrado,3.4,78.1,True,2.0,False
PQR-202510-03374,2025-10-05,2025-10,Camiseta personalizada pendiente,Tienda física,Bogotá,Cerrado,24.5,70.1,False,4.0,False
PQR-202510-03375,2025-10-03,2025-10,Faltante en el pedido,Chat del sitio,Bogotá,Cerrado,0.6,6.4,True,4.0,False
PQR-202510-03376,2025-10-11,2025-10,Producto averiado en transporte,Línea gratuita #590,Ibagué,Cerrado,0.6,31.7,True,3.0,False
PQR-202510-03377,2025-10-01,2025-10,Camiseta personalizada pendiente,WhatsApp,Bogotá,Escalado,0.2,22.2,True,4.0,True
PQR-202510-03378,2025-10-25,2025-10,Demora en la entrega,WhatsApp,Villavicencio,Cerrado,1.4,17.3,True,5.0,False
PQR-202510-03379,2025-10-13,2025-10,Camiseta personalizada pendiente,Instagram / redes,Bogotá,Cerrado,0.6,50.9,True,4.0,False
PQR-202510-03380,2025-10-07,2025-10,Camiseta personalizada pendiente,WhatsApp,Cali,Cerrado,2.0,47.2,True,4.0,False
PQR-202510-03381,2025-10-27,2025-10,Demora en la entrega,WhatsApp,Bogotá,Cerrado,5.7,23.3,False,5.0,False
PQR-202510-03382,2025-10-06,2025-10,Demora en la entrega,Línea gratuita #590,Cali,Cerrado,3.2,11.4,True,4.0,False
PQR-202510-03383,2025-10-27,2025-10,Producto averiado en transporte,WhatsApp,Cali,Cerrado,1.8,114.5,True,2.0,False
PQR-202510-03384,2025-10-01,2025-10,Cambio o garantía,Chat del sitio,Medellín,Cerrado,7.2,57.3,False,5.0,False
PQR-202510-03385,2025-10-22,2025-10,Evento adverso reportado,Chat del sitio,Manizales,Cerrado,1.0,110.3,True,3.0,True
PQR-202510-03386,2025-10-06,2025-10,Evento adverso reportado,Correo electrónico,Bogotá,Cerrado,16.7,175.1,False,4.0,True
PQR-202510-03387,2025-10-15,2025-10,Reclamo por precio o promoción,WhatsApp,Bogotá,Cerrado,0.2,26.6,True,3.0,False
PQR-202510-03388,2025-10-25,2025-10,Duda sobre uso del producto,Línea gratuita #590,Bucaramanga,Cerrado,0.5,8.5,True,4.0,False
PQR-202510-03389,2025-10-18,2025-10,Contenido incompleto del envase,Línea gratuita #590,Ibagué,Cerrado,0.2,66.9,True,4.0,False
PQR-202510-03390,2025-10-22,2025-10,Producto averiado en transporte,Chat del sitio,Bogotá,Cerrado,4.0,31.0,True,4.0,False
PQR-202510-03391,2025-10-23,2025-10,Reclamo por precio o promoción,Tienda física,Armenia,Cerrado,1.6,10.1,True,4.0,False
PQR-202510-03392,2025-10-24,2025-10,Demora en la entrega,WhatsApp,Medellín,Cerrado,0.7,86.3,True,2.0,False
PQR-202510-03393,2025-10-08,2025-10,Contenido incompleto del envase,Tienda física,Cali,Escalado,14.0,22.0,False,4.0,True
PQR-202510-03394,2025-10-15,2025-10,Duda sobre uso del producto,WhatsApp,Cali,Cerrado,0.5,4.0,True,3.0,False
PQR-202510-03395,2025-10-12,2025-10,Faltante en el pedido,WhatsApp,Villavicencio,Cerrado,2.2,228.5,True,3.0,False
PQR-202510-03396,2025-10-23,2025-10,Faltante en el pedido,WhatsApp,Bogotá,Cerrado,5.7,54.1,False,4.0,False
PQR-202510-03397,2025-10-15,2025-10,Demora en la entrega,Chat del sitio,Armenia,Cerrado,2.2,11.7,True,4.0,False
PQR-202510-03398,2025-10-02,2025-10,Demora en la entrega,WhatsApp,Cali,Cerrado,1.9,25.6,True,3.0,False
PQR-202510-03399,2025-10-04,2025-10,Faltante en el pedido,Línea gratuita #590,Bogotá,Cerrado,0.3,21.4,True,3.0,False
PQR-202510-03400,2025-10-09,2025-10,Evento adverso reportado,Chat del sitio,Bogotá,Escalado,2.5,72.6,True,3.0,True
PQR-202510-03401,2025-10-11,2025-10,Faltante en el pedido,WhatsApp,Bogotá,Cerrado,2.8,31.8,True,4.0,False
PQR-202510-03402,2025-10-26,2025-10,Duda sobre uso del producto,WhatsApp,Medellín,Cerrado,0.1,6.0,True,4.0,False
PQR-202510-03403,2025-10-13,2025-10,Cambio o garantía,WhatsApp,Medellín,Cerrado,4.8,14.6,False,3.0,False
PQR-202510-03404,2025-10-15,2025-10,Faltante en el pedido,WhatsApp,Pereira,Cerrado,0.3,30.2,True,5.0,False
PQR-202510-03405,2025-10-08,2025-10,Cambio o garantía,Chat del sitio,Barranquilla,Cerrado,0.5,35.2,True,5.0,False
PQR-202510-03406,2025-10-01,2025-10,Camiseta personalizada pendiente,Chat del sitio,Cali,Escalado,4.1,52.8,False,4.0,True
PQR-202510-03407,2025-10-05,2025-10,Producto averiado en transporte,Tienda física,Medellín,Cerrado,13.7,68.2,False,4.0,False
PQR-202510-03408,2025-10-22,2025-10,Contenido incompleto del envase,Instagram / redes,Cali,Cerrado,5.3,22.4,False,5.0,False
PQR-202510-03409,2025-10-11,2025-10,Producto averiado en transporte,Chat del sitio,Pasto,Cerrado,1.7,30.3,True,3.0,False
PQR-202510-03410,2025-10-21,2025-10,Demora en la entrega,WhatsApp,Bucaramanga,Cerrado,0.2,45.6,True,4.0,False
PQR-202510-03411,2025-10-08,2025-10,Camiseta personalizada pendiente,Línea gratuita #590,Manizales,Escalado,0.7,95.5,True,2.0,True
PQR-202510-03412,2025-10-25,2025-10,Demora en la entrega,WhatsApp,Medellín,Cerrado,3.7,35.5,True,3.0,False
PQR-202510-03413,2025-10-27,2025-10,Producto averiado en transporte,WhatsApp,Bogotá,Cerrado,0.4,59.1,True,3.0,False
PQR-202510-03414,2025-10-12,2025-10,Demora en la entrega,WhatsApp,Bogotá,Cerrado,1.3,8.8,True,4.0,False
PQR-202510-03415,2025-10-11,2025-10,Demora en la entrega,Chat del sitio,Cali,Cerrado,0.5,7.7,True,5.0,False
PQR-202510-03416,2025-10-12,2025-10,Cambio o garantía,Tienda física,Bucaramanga,Cerrado,12.1,17.5,False,4.0,False
PQR-202510-03417,2025-10-12,2025-10,Solicitud de factura electrónica,WhatsApp,Medellín,Cerrado,1.0,8.4,True,4.0,False
PQR-202510-03418,2025-10-04,2025-10,Faltante en el pedido,Correo electrónico,Medellín,Cerrado,1.4,30.6,True,4.0,False
PQR-202510-03419,2025-10-08,2025-10,Solicitud de factura electrónica,Instagram / redes,Bogotá,Cerrado,3.4,23.7,True,4.0,False
PQR-202510-03420,2025-10-11,2025-10,Producto averiado en transporte,WhatsApp,Bogotá,Cerrado,1.0,16.1,True,4.0,False
PQR-202510-03421,2025-10-04,2025-10,Faltante en el pedido,WhatsApp,Bogotá,Cerrado,2.4,9.5,True,3.0,False
PQR-202510-03422,2025-10-01,2025-10,Demora en la entrega,WhatsApp,Bogotá,Cerrado,0.2,17.9,True,4.0,False
PQR-202510-03423,2025-10-19,2025-10,Camiseta personalizada pendiente,WhatsApp,Neiva,Escalado,4.9,27.6,False,3.0,True
PQR-202510-03424,2025-10-04,2025-10,Solicitud de factura electrónica,WhatsApp,Cali,Cerrado,0.3,9.5,True,4.0,False
PQR-202510-03425,2025-10-24,2025-10,Demora en la entrega,WhatsApp,Manizales,Cerrado,0.9,32.0,True,4.0,False
PQR-202510-03426,2025-10-14,2025-10,Reclamo por precio o promoción,Chat del sitio,Medellín,Cerrado,0.4,18.5,True,4.0,False
PQR-202510-03427,2025-10-26,2025-10,Demora en la entrega,Instagram / redes,Barranquilla,Cerrado,9.7,15.4,False,4.0,False
PQR-202510-03428,2025-10-11,2025-10,Producto averiado en transporte,WhatsApp,Bogotá,Cerrado,0.8,44.9,True,5.0,False
PQR-202510-03429,2025-10-18,2025-10,Duda sobre uso del producto,WhatsApp,Medellín,Cerrado,0.1,1.1,True,3.0,False
PQR-202510-03430,2025-10-20,2025-10,Faltante en el pedido,Instagram / redes,Bogotá,Cerrado,14.7,35.3,False,3.0,False
PQR-202510-03431,2025-10-06,2025-10,Demora en la entrega,WhatsApp,Bucaramanga,Cerrado,0.1,11.4,True,4.0,False
PQR-202510-03432,2025-10-12,2025-10,Cambio o garantía,Chat del sitio,Bogotá,Cerrado,2.1,39.4,True,3.0,False
PQR-202510-03433,2025-10-25,2025-10,Demora en la entrega,Chat del sitio,Bogotá,Cerrado,0.3,15.7,True,5.0,False
PQR-202510-03434,2025-10-18,2025-10,Solicitud de factura electrónica,WhatsApp,Cali,Cerrado,0.2,9.2,True,3.0,False
PQR-202510-03435,2025-10-26,2025-10,Demora en la entrega,WhatsApp,Bogotá,Cerrado,2.1,3.4,True,3.0,False
PQR-202510-03436,2025-10-11,2025-10,Camiseta personalizada pendiente,Chat del sitio,Bogotá,Cerrado,1.0,92.2,True,3.0,False
PQR-202510-03437,2025-10-11,2025-10,Demora en la entrega,WhatsApp,Bucaramanga,Cerrado,1.1,59.6,True,5.0,False
PQR-202510-03438,2025-10-22,2025-10,Producto averiado en transporte,WhatsApp,Bucaramanga,Cerrado,1.1,8.5,True,4.0,False
PQR-202510-03439,2025-10-16,2025-10,Cambio o garantía,WhatsApp,Bucaramanga,Cerrado,0.4,104.7,True,3.0,False
PQR-202510-03440,2025-10-14,2025-10,Faltante en el pedido,Chat del sitio,Bogotá,Cerrado,0.2,9.5,True,3.0,False
PQR-202510-03441,2025-10-04,2025-10,Faltante en el pedido,WhatsApp,Medellín,Cerrado,0.9,3.6,True,5.0,False
PQR-202510-03442,2025-10-08,2025-10,Reclamo por precio o promoción,Instagram / redes,Medellín,Cerrado,8.9,26.3,False,3.0,False
PQR-202510-03443,2025-10-21,2025-10,Solicitud de factura electrónica,WhatsApp,Cúcuta,Cerrado,1.4,35.2,True,5.0,False
PQR-202510-03444,2025-10-19,2025-10,Contenido incompleto del envase,Línea gratuita #590,Ibagué,Escalado,5.0,62.3,False,4.0,True
PQR-202510-03445,2025-10-13,2025-10,Duda sobre uso del producto,Instagram / redes,Bogotá,Cerrado,6.8,31.5,False,3.0,False
PQR-202510-03446,2025-10-16,2025-10,Evento adverso reportado,Instagram / redes,Armenia,Escalado,18.0,91.7,False,2.0,True
PQR-202510-03447,2025-10-25,2025-10,Contenido incompleto del envase,Chat del sitio,Cali,Escalado,0.1,20.3,True,4.0,True
PQR-202510-03448,2025-10-27,2025-10,Producto averiado en transporte,WhatsApp,Cúcuta,Cerrado,3.8,22.3,True,4.0,False
PQR-202510-03449,2025-10-13,2025-10,Camiseta personalizada pendiente,WhatsApp,Bogotá,Escalado,4.6,106.5,False,3.0,True
PQR-202510-03450,2025-10-17,2025-10,Demora en la entrega,Línea gratuita #590,Bogotá,Cerrado,0.9,15.9,True,3.0,False
PQR-202510-03451,2025-10-23,2025-10,Reclamo por precio o promoción,Instagram / redes,Bogotá,Cerrado,0.9,3.3,True,5.0,False
PQR-202510-03452,2025-10-18,2025-10,Demora en la entrega,WhatsApp,Manizales,Cerrado,1.3,24.7,True,4.0,False
PQR-202510-03453,2025-10-07,2025-10,Demora en la entrega,Instagram / redes,Bogotá,Cerrado,1.5,3.9,True,4.0,False
PQR-202510-03454,2025-10-02,2025-10,Demora en la entrega,Chat del sitio,Pasto,Cerrado,0.6,7.2,True,4.0,False
PQR-202510-03455,2025-10-23,2025-10,Cambio o garantía,Tienda física,Cartagena,Cerrado,2.3,18.0,True,2.0,False
PQR-202510-03456,2025-10-19,2025-10,Cambio o garantía,Chat del sitio,Pereira,Cerrado,2.2,39.3,True,4.0,False
PQR-202510-03457,2025-10-03,2025-10,Producto averiado en transporte,Chat del sitio,Barranquilla,Cerrado,0.9,43.3,True,4.0,False
PQR-202510-03458,2025-10-24,2025-10,Camiseta personalizada pendiente,Línea gratuita #590,Cali,Cerrado,1.1,48.6,True,4.0,False
PQR-202510-03459,2025-10-16,2025-10,Camiseta personalizada pendiente,Correo electrónico,Ibagué,Escalado,8.9,40.4,False,4.0,True
PQR-202510-03460,2025-10-13,2025-10,Camiseta personalizada pendiente,WhatsApp,Cali,Cerrado,0.4,4.7,True,3.0,False
PQR-202510-03461,2025-10-06,2025-10,Evento adverso reportado,Línea gratuita #590,Medellín,Escalado,9.0,118.4,False,3.0,True
PQR-202510-03462,2025-10-22,2025-10,Faltante en el pedido,WhatsApp,Bogotá,Cerrado,0.5,23.6,True,4.0,False
PQR-202510-03463,2025-10-08,2025-10,Contenido incompleto del envase,Tienda física,Bogotá,Escalado,2.5,11.1,True,5.0,True
PQR-202510-03464,2025-10-01,2025-10,Faltante en el pedido,WhatsApp,Cali,Cerrado,0.9,30.2,True,4.0,False
PQR-202510-03465,2025-10-26,2025-10,Solicitud de factura electrónica,WhatsApp,Bogotá,Cerrado,0.1,7.9,True,2.0,False
PQR-202510-03466,2025-10-10,2025-10,Faltante en el pedido,Chat del sitio,Bucaramanga,Cerrado,3.5,19.3,True,5.0,False
PQR-202510-03467,2025-10-03,2025-10,Faltante en el pedido,WhatsApp,Cali,Cerrado,1.5,83.6,True,1.0,False
PQR-202510-03468,2025-10-20,2025-10,Demora en la entrega,Instagram / redes,Medellín,Cerrado,16.4,18.1,False,3.0,False
PQR-202510-03469,2025-10-09,2025-10,Demora en la entrega,WhatsApp,Cali,Cerrado,0.6,12.5,True,3.0,False
PQR-202510-03470,2025-10-24,2025-10,Producto averiado en transporte,Chat del sitio,Bogotá,Cerrado,0.2,22.6,True,3.0,False
PQR-202510-03471,2025-10-11,2025-10,Evento adverso reportado,Instagram / redes,Ibagué,Escalado,7.5,10.5,False,3.0,True
PQR-202510-03472,2025-10-21,2025-10,Solicitud de factura electrónica,Instagram / redes,Bucaramanga,Cerrado,2.5,25.7,True,4.0,False
