ensayo_id,lote_id,fecha,mes,sku,producto,linea,proteina_declarada_g,proteina_medida_g,cumple_proteina,humedad_pct,aerobios_ufc_g,metales_pesados_ppm,metodo,resultado
EN-00729,L202508-00558,2025-08-26,2025-08,NUT-ZOL,Zolé Vainilla 450 g,Polvos & Envasado,25.0,24.6,True,3.23,210,0.119,NIR (analizador infrarrojo),Aprobado
EN-00730,L202510-00698,2025-10-16,2025-10,NUT-VEG-400,Nutra Vegan Protein Mocaccino,Polvos & Envasado,22.5,22.8,True,3.07,394,0.032,Kjeldahl,Aprobado
EN-00731,L202605-01268,2026-05-10,2026-05,NUT-VEG-400,Nutra Vegan Protein Mocaccino,Polvos & Envasado,26.8,25.9,True,3.21,292,0.004,NIR (analizador infrarrojo),Aprobado
EN-00732,L202607-01412,2026-07-20,2026-07,BIP-LIT-24,BiPro Lite 2.4 lb,Polvos & Envasado,26.8,27.4,True,5.2,9839,0.107,NIR (analizador infrarrojo),Aprobado
EN-00733,L202601-00914,2026-01-23,2026-01,BIP-COM-21,BiPro Complex Vainilla 2.1 lb,Polvos & Envasado,24.1,24.3,True,3.38,378,0.233,Kjeldahl,Aprobado
EN-00734,L202602-00985,2026-02-12,2026-02,ALI-PAN-WAF,Protein Pancake & Waffle,Horneados & Mezclas,24.5,24.8,True,3.92,3220,0.065,NIR (analizador infrarrojo),Aprobado
EN-00735,L202506-00369,2025-06-03,2025-06,BIP-CLA-DIS,BiPro Classic Display sachets,Sachets & Display,22.6,22.5,True,3.3,905,0.005,Kjeldahl,Aprobado
EN-00736,L202607-01455,2026-07-24,2026-07,RAD-RES-24,Rescue · paca x24,Bebidas RTD (lata),24.5,24.1,True,3.19,404,0.059,Microbiología,Aprobado
EN-00737,L202608-01514,2026-08-16,2026-08,NUT-C,Nutra-C Ácido Ascórbico 200 g,Polvos & Envasado,26.0,24.7,True,3.25,2404,0.036,Kjeldahl,Aprobado
EN-00738,L202505-00328,2025-05-20,2025-05,RAD-ENX,Energy X,Polvos & Envasado,24.5,25.5,True,4.59,1832,0.125,Kjeldahl,Aprobado
EN-00739,L202505-00318,2025-05-26,2025-05,NUT-BAL,Nutra Balance x8 sobres,Sachets & Display,23.5,23.4,True,4.97,564,0.131,Microbiología,Aprobado
EN-00740,L202605-01265,2026-05-17,2026-05,NUT-POP-PK,Nutra Pops pack x12,Polvos & Envasado,23.7,24.1,True,3.33,704,0.026,NIR (analizador infrarrojo),Aprobado
EN-00741,L202603-01140,2026-03-02,2026-03,STK-CRE-SAC,Crea Stack Display sachets,Sachets & Display,22.6,23.1,True,4.6,57,0.1,Absorción atómica,Aprobado
EN-00742,L202508-00529,2025-08-08,2025-08,BIP-MAS-3,BiPro Mass 3 lb,Polvos & Envasado,25.1,24.7,True,3.78,3624,0.111,Microbiología,Aprobado
EN-00743,L202508-00527,2025-08-12,2025-08,BIP-COM-21,BiPro Complex Vainilla 2.1 lb,Polvos & Envasado,22.6,24.2,True,4.0,139,0.306,NIR (analizador infrarrojo),Aprobado
EN-00744,L202502-00088,2025-02-27,2025-02,BIP-CLA-09V,BiPro Classic Vainilla 0.9 lb,Polvos & Envasado,25.7,27.0,True,3.42,371,0.174,NIR (analizador infrarrojo),Aprobado
EN-00745,L202507-00480,2025-07-20,2025-07,NUT-RX,Nut-Rx Vainilla 400 g,Polvos & Envasado,23.2,23.7,True,3.32,195,0.046,Kjeldahl,Aprobado
EN-00746,L202505-00339,2025-05-19,2025-05,RAD-RES-4,Rescue · paca x4,Bebidas RTD (lata),26.6,27.0,True,4.26,314,0.021,Kjeldahl,Aprobado
EN-00747,L202511-00800,2025-11-02,2025-11,STK-CRE-TAR,Crea Stack 1.3 lb,Polvos & Envasado,25.7,27.0,True,3.48,974,0.003,NIR (analizador infrarrojo),Aprobado
EN-00748,L202510-00658,2025-10-09,2025-10,BIP-CLA-09V,BiPro Classic Vainilla 0.9 lb,Polvos & Envasado,26.5,27.4,True,4.55,814,0.097,Microbiología,Aprobado
EN-00749,L202503-00149,2025-03-16,2025-03,ALI-FIT-COC,Fitbar Coco,Barras & Snacks,25.6,26.3,True,3.61,303,0.086,NIR (analizador infrarrojo),Aprobado
EN-00750,L202605-01252,2026-05-05,2026-05,MEG-CRE-2,Megaplex Creatine Power 2 lb,Polvos & Envasado,23.9,23.6,True,2.96,396,0.123,Kjeldahl,Aprobado
EN-00751,L202607-01428,2026-07-27,2026-07,NUT-BAL,Nutra Balance x8 sobres,Sachets & Display,23.6,23.8,True,3.74,439,0.019,Absorción atómica,Aprobado
EN-00752,L202501-00029,2025-01-25,2025-01,MEG-CAR-CER,Mega Carbs Limón Cereza,Polvos & Envasado,24.1,23.5,True,4.72,179,0.075,NIR (analizador infrarrojo),Aprobado
EN-00753,L202504-00247,2025-04-23,2025-04,MEG-NIT-FR,Nitro Shock Frutos Rojos,Polvos & Envasado,23.2,23.6,True,2.85,736,0.07,NIR (analizador infrarrojo),Aprobado
EN-00754,L202506-00366,2025-06-04,2025-06,BIP-CLA-2C,BiPro Classic Chocolate 2 lb,Polvos & Envasado,25.5,28.3,True,3.31,184,0.042,Kjeldahl,Aprobado
EN-00755,L202601-00903,2026-01-04,2026-01,BIP-CLA-2N,BiPro Classic Natural 2 lb,Polvos & Envasado,23.1,22.9,True,4.19,445,0.02,NIR (analizador infrarrojo),Aprobado
EN-00756,L202603-01095,2026-03-26,2026-03,MEG-CAR-COC,Mega Carbs Limonada de Coco,Polvos & Envasado,23.6,23.9,True,2.89,349,0.019,Absorción atómica,Aprobado
EN-00757,L202605-01251,2026-05-01,2026-05,MEG-CRE-2,Megaplex Creatine Power 2 lb,Polvos & Envasado,25.4,26.9,True,4.54,1012,0.001,Microbiología,Aprobado
EN-00758,L202503-00199,2025-03-10,2025-03,RAD-RES-12,Rescue · paca x12,Bebidas RTD (lata),22.5,24.2,True,1.64,821,0.221,NIR (analizador infrarrojo),Aprobado
EN-00759,L202602-01000,2026-02-04,2026-02,BIP-CLA-3V,BiPro Classic Vainilla 3 lb,Polvos & Envasado,22.3,23.8,True,4.72,472,0.113,NIR (analizador infrarrojo),Aprobado
EN-00760,L202511-00745,2025-11-10,2025-11,BIP-COM-21,BiPro Complex Vainilla 2.1 lb,Polvos & Envasado,23.6,23.7,True,3.58,407,0.031,Microbiología,Aprobado
EN-00761,L202601-00979,2026-01-17,2026-01,STK-GLU,Gluta Stack,Polvos & Envasado,24.4,25.6,True,4.33,2090,0.021,Kjeldahl,Aprobado
EN-00762,L202506-00405,2025-06-17,2025-06,RAD-ENX,Energy X,Polvos & Envasado,24.2,24.3,True,3.09,7532,0.135,Kjeldahl,Aprobado
EN-00763,L202601-00955,2026-01-10,2026-01,RAD-ENX,Energy X,Polvos & Envasado,22.1,21.0,True,4.82,2303,0.025,NIR (analizador infrarrojo),Aprobado
EN-00764,L202507-00484,2025-07-22,2025-07,NUT-ZOL,Zolé Vainilla 450 g,Polvos & Envasado,25.1,26.5,True,3.61,300,0.369,NIR (analizador infrarrojo),Aprobado
EN-00765,L202503-00159,2025-03-03,2025-03,BIP-CLA-2N,BiPro Classic Natural 2 lb,Polvos & Envasado,23.3,23.4,True,3.07,1175,0.012,Absorción atómica,Aprobado
EN-00766,L202505-00316,2025-05-04,2025-05,MEG-SOY,Mega Soy,Polvos & Envasado,22.8,23.6,True,3.54,342,0.391,NIR (analizador infrarrojo),Aprobado
EN-00767,L202504-00257,2025-04-21,2025-04,NUT-POP-PK,Nutra Pops pack x12,Polvos & Envasado,25.1,26.7,True,2.79,327,0.014,Absorción atómica,Aprobado
EN-00768,L202501-00008,2025-01-23,2025-01,ALI-PAN-WAF,Protein Pancake & Waffle,Horneados & Mezclas,25.1,26.7,True,3.95,548,0.025,NIR (analizador infrarrojo),Aprobado
EN-00769,L202605-01228,2026-05-15,2026-05,ALI-PAN-WAF,Protein Pancake & Waffle,Horneados & Mezclas,25.7,25.7,True,4.56,361,0.17,Microbiología,Aprobado
EN-00770,L202506-00385,2025-06-06,2025-06,MEG-NIT-FR,Nitro Shock Frutos Rojos,Polvos & Envasado,26.7,28.2,True,5.03,1194,0.042,NIR (analizador infrarrojo),Aprobado
EN-00771,L202512-00871,2025-12-19,2025-12,RAD-RES-24,Rescue · paca x24,Bebidas RTD (lata),23.4,24.9,True,5.8,217,0.486,Kjeldahl,Cuarentena
EN-00772,L202503-00178,2025-03-17,2025-03,MEG-SOY,Mega Soy,Polvos & Envasado,26.3,25.5,True,3.53,360,0.456,Kjeldahl,Aprobado
EN-00773,L202603-01132,2026-03-01,2026-03,RAD-RES-4,Rescue · paca x4,Bebidas RTD (lata),25.1,25.4,True,3.54,329,0.042,NIR (analizador infrarrojo),Aprobado
EN-00774,L202505-00315,2025-05-27,2025-05,MEG-SOY,Mega Soy,Polvos & Envasado,26.8,25.7,True,3.08,105,0.009,NIR (analizador infrarrojo),Aprobado
EN-00775,L202506-00358,2025-06-03,2025-06,ALI-PAN-TRA,Protein Pancake Tradicional,Horneados & Mezclas,23.8,24.4,True,3.06,650,0.013,NIR (analizador infrarrojo),Aprobado
EN-00776,L202505-00299,2025-05-02,2025-05,BIP-LIT-24,BiPro Lite 2.4 lb,Polvos & Envasado,26.0,26.4,True,2.93,651,0.297,Microbiología,Aprobado
EN-00777,L202507-00456,2025-07-08,2025-07,MEG-CAR-CER,Mega Carbs Limón Cereza,Polvos & Envasado,24.1,24.7,True,2.94,929,0.044,NIR (analizador infrarrojo),Aprobado
EN-00778,L202508-00544,2025-08-19,2025-08,NUT-BAL,Nutra Balance x8 sobres,Sachets & Display,22.7,22.7,True,4.06,4016,0.07,NIR (analizador infrarrojo),Aprobado
EN-00779,L202510-00663,2025-10-15,2025-10,BIP-CLA-2V,BiPro Classic Vainilla 2 lb,Polvos & Envasado,26.3,23.9,False,5.58,2666,0.064,Microbiología,Aprobado
EN-00780,L202509-00597,2025-09-19,2025-09,BIP-CLA-DIS,BiPro Classic Display sachets,Sachets & Display,27.0,26.4,True,3.12,192,0.031,NIR (analizador infrarrojo),Aprobado
EN-00781,L202601-00896,2026-01-07,2026-01,BIP-CLA-09V,BiPro Classic Vainilla 0.9 lb,Polvos & Envasado,24.5,23.2,False,3.62,184,0.037,NIR (analizador infrarrojo),Aprobado
EN-00782,L202603-01080,2026-03-01,2026-03,BIP-CLA-2V,BiPro Classic Vainilla 2 lb,Polvos & Envasado,22.4,23.0,True,4.78,358,0.051,NIR (analizador infrarrojo),Aprobado
EN-00783,L202601-00957,2026-01-15,2026-01,RAD-MYT-24,Myth Legendary Pre-Workout x24,Bebidas RTD (lata),22.9,23.0,True,3.71,1750,0.015,NIR (analizador infrarrojo),Aprobado
EN-00784,L202508-00528,2025-08-03,2025-08,BIP-LIT-24,BiPro Lite 2.4 lb,Polvos & Envasado,22.4,23.3,True,3.34,111,0.194,NIR (analizador infrarrojo),Aprobado
EN-00785,L202606-01295,2026-06-14,2026-06,ALI-CAK-CHO,Protein Cake Chocolate,Horneados & Mezclas,25.0,24.6,True,3.06,499,0.563,NIR (analizador infrarrojo),Aprobado
EN-00786,L202503-00160,2025-03-11,2025-03,BIP-CLA-2V,BiPro Classic Vainilla 2 lb,Polvos & Envasado,26.9,27.2,True,3.0,299,0.206,NIR (analizador infrarrojo),Aprobado
EN-00787,L202606-01318,2026-06-08,2026-06,BIP-COM-21,BiPro Complex Vainilla 2.1 lb,Polvos & Envasado,25.3,25.8,True,4.3,576,0.08,Kjeldahl,Aprobado
EN-00788,L202506-00361,2025-06-02,2025-06,ALI-PAN-WAF,Protein Pancake & Waffle,Horneados & Mezclas,24.2,25.1,True,4.05,257,0.075,NIR (analizador infrarrojo),Aprobado
EN-00789,L202606-01362,2026-06-11,2026-06,RAD-ENX,Energy X,Polvos & Envasado,26.0,27.9,True,3.87,50,0.031,NIR (analizador infrarrojo),Aprobado
EN-00790,L202503-00203,2025-03-16,2025-03,STK-BUR-L24,Burner Stack Lata · paca x24,Bebidas RTD (lata),23.8,23.7,True,3.26,2104,0.082,NIR (analizador infrarrojo),Aprobado
EN-00791,L202605-01264,2026-05-05,2026-05,NUT-POP-PK,Nutra Pops pack x12,Polvos & Envasado,26.9,26.6,True,2.77,414,0.002,NIR (analizador infrarrojo),Aprobado
EN-00792,L202605-01247,2026-05-27,2026-05,MEG-CAR-COC,Mega Carbs Limonada de Coco,Polvos & Envasado,25.3,25.4,True,2.31,312,0.093,NIR (analizador infrarrojo),Aprobado
EN-00793,L202502-00113,2025-02-15,2025-02,MEG-SOY,Mega Soy,Polvos & Envasado,24.7,25.5,True,3.4,677,0.136,NIR (analizador infrarrojo),Aprobado
EN-00794,L202604-01213,2026-04-24,2026-04,STK-COL,Collagen Stack 585 g,Polvos & Envasado,22.9,23.0,True,3.67,715,0.144,Kjeldahl,Aprobado
EN-00795,L202505-00308,2025-05-25,2025-05,MEG-CRE-2,Megaplex Creatine Power 2 lb,Polvos & Envasado,22.8,22.3,True,2.97,1157,0.034,NIR (analizador infrarrojo),Aprobado
EN-00796,L202605-01241,2026-05-07,2026-05,BIP-CLA-DIS,BiPro Classic Display sachets,Sachets & Display,26.9,25.6,True,3.64,708,0.025,NIR (analizador infrarrojo),Aprobado
EN-00797,L202506-00423,2025-06-07,2025-06,STK-CRE-SAC,Crea Stack Display sachets,Sachets & Display,24.8,24.7,True,3.02,1379,0.114,Kjeldahl,Aprobado
EN-00798,L202604-01179,2026-04-21,2026-04,MEG-CAR-COC,Mega Carbs Limonada de Coco,Polvos & Envasado,22.9,22.7,True,3.85,1677,0.154,Microbiología,Aprobado
EN-00799,L202604-01193,2026-04-24,2026-04,NUT-RX,Nut-Rx Vainilla 400 g,Polvos & Envasado,22.5,22.7,True,3.2,440,0.005,NIR (analizador infrarrojo),Aprobado
EN-00800,L202607-01413,2026-07-10,2026-07,BIP-MAS-3,BiPro Mass 3 lb,Polvos & Envasado,23.9,23.6,True,3.68,213,0.066,NIR (analizador infrarrojo),Aprobado
EN-00801,L202507-00460,2025-07-15,2025-07,MEG-CRE-2,Megaplex Creatine Power 2 lb,Polvos & Envasado,22.6,23.0,True,4.55,225,0.049,NIR (analizador infrarrojo),Aprobado
EN-00802,L202509-00590,2025-09-02,2025-09,BIP-CLA-09V,BiPro Classic Vainilla 0.9 lb,Polvos & Envasado,26.3,25.9,True,3.87,228,0.061,NIR (analizador infrarrojo),Aprobado
EN-00803,L202606-01336,2026-06-01,2026-06,MEG-SOY,Mega Soy,Polvos & Envasado,23.2,22.6,True,2.51,3240,0.02,Kjeldahl,Aprobado
EN-00804,L202511-00763,2025-11-27,2025-11,MEG-SOY,Mega Soy,Polvos & Envasado,26.4,26.8,True,3.89,3221,0.03,Microbiología,Aprobado
EN-00805,L202601-00977,2026-01-17,2026-01,STK-CRE-TAR,Crea Stack 1.3 lb,Polvos & Envasado,23.8,23.8,True,4.97,513,0.172,Microbiología,Aprobado
EN-00806,L202607-01450,2026-07-24,2026-07,RAD-MYT-24,Myth Legendary Pre-Workout x24,Bebidas RTD (lata),22.0,22.5,True,4.35,1153,0.037,NIR (analizador infrarrojo),Aprobado
EN-00807,L202507-00450,2025-07-12,2025-07,BIP-CLA-DIS,BiPro Classic Display sachets,Sachets & Display,25.2,26.3,True,3.72,545,0.204,Kjeldahl,Aprobado
EN-00808,L202604-01209,2026-04-01,2026-04,STK-BUR-L12,Burner Stack Lata · paca x12,Bebidas RTD (lata),26.5,26.9,True,2.52,83,0.178,Kjeldahl,Aprobado
EN-00809,L202510-00680,2025-10-02,2025-10,MEG-GAI-3,Gainz 3 lb,Polvos & Envasado,25.9,26.0,True,4.52,451,0.049,NIR (analizador infrarrojo),Aprobado
EN-00810,L202510-00693,2025-10-01,2025-10,NUT-POP-CAJ,Nutra Pops caja,Polvos & Envasado,26.8,27.8,True,3.33,2272,0.24,Kjeldahl,Aprobado
EN-00811,L202606-01352,2026-06-14,2026-06,NUT-VEG-400,Nutra Vegan Protein Mocaccino,Polvos & Envasado,25.2,25.8,True,4.68,2575,0.139,Microbiología,Aprobado
EN-00812,L202502-00081,2025-02-14,2025-02,ALI-FIT-COC,Fitbar Coco,Barras & Snacks,27.0,27.5,True,3.42,1774,0.02,NIR (analizador infrarrojo),Aprobado
EN-00813,L202606-01351,2026-06-05,2026-06,NUT-SB-DIS,Nutra Smart Baby Display,Sachets & Display,26.0,26.7,True,3.45,48,0.162,Microbiología,Aprobado
EN-00814,L202605-01273,2026-05-07,2026-05,RAD-ENX,Energy X,Polvos & Envasado,22.4,23.2,True,3.78,888,0.034,Microbiología,Aprobado
EN-00815,L202602-01039,2026-02-14,2026-02,RAD-ENX,Energy X,Polvos & Envasado,25.2,25.8,True,3.35,405,0.092,Absorción atómica,Aprobado
EN-00816,L202603-01094,2026-03-21,2026-03,MEG-CAR-COC,Mega Carbs Limonada de Coco,Polvos & Envasado,23.8,22.2,False,4.48,2081,0.143,Microbiología,Aprobado
EN-00817,L202504-00216,2025-04-25,2025-04,ALI-FIT-CHO,Fitbar Chocolate,Barras & Snacks,23.8,24.2,True,2.29,1411,0.05,Microbiología,Aprobado
EN-00818,L202604-01204,2026-04-06,2026-04,RAD-PWD-TAR,Radical Power Drink tarro,Polvos & Envasado,22.7,24.1,True,3.55,185,0.014,NIR (analizador infrarrojo),Aprobado
EN-00819,L202501-00031,2025-01-03,2025-01,MEG-CAR-COC,Mega Carbs Limonada de Coco,Polvos & Envasado,22.5,22.3,True,3.97,225,0.103,Kjeldahl,Aprobado
EN-00820,L202504-00243,2025-04-11,2025-04,MEG-CRE-2,Megaplex Creatine Power 2 lb,Polvos & Envasado,24.9,25.1,True,2.97,161,0.034,Microbiología,Aprobado
EN-00821,L202607-01426,2026-07-21,2026-07,MEG-SOY,Mega Soy,Polvos & Envasado,23.7,23.9,True,3.83,256,0.061,Microbiología,Aprobado
EN-00822,L202509-00642,2025-09-23,2025-09,STK-CRE-SAC,Crea Stack Display sachets,Sachets & Display,25.3,26.2,True,3.04,553,0.07,NIR (analizador infrarrojo),Aprobado
EN-00823,L202510-00697,2025-10-15,2025-10,NUT-VEG-400,Nutra Vegan Protein Mocaccino,Polvos & Envasado,24.9,25.1,True,3.17,1042,0.14,NIR (analizador infrarrojo),Aprobado
EN-00824,L202503-00210,2025-03-16,2025-03,STK-GLU,Gluta Stack,Polvos & Envasado,26.8,27.5,True,2.82,1358,0.384,Microbiología,Aprobado
EN-00825,L202512-00883,2025-12-14,2025-12,STK-GLU,Gluta Stack,Polvos & Envasado,23.0,23.9,True,3.16,1493,0.288,NIR (analizador infrarrojo),Aprobado
EN-00826,L202511-00771,2025-11-01,2025-11,NUT-POP-PK,Nutra Pops pack x12,Polvos & Envasado,26.4,28.4,True,3.24,331,0.161,NIR (analizador infrarrojo),Aprobado
EN-00827,L202511-00753,2025-11-26,2025-11,MEG-CRE-2,Megaplex Creatine Power 2 lb,Polvos & Envasado,25.9,27.7,True,4.54,265,0.067,Kjeldahl,Aprobado
EN-00828,L202606-01346,2026-06-26,2026-06,NUT-SB,Nutra Smart Baby,Polvos & Envasado,25.3,27.0,True,3.75,1884,0.287,Microbiología,Aprobado
EN-00829,L202507-00436,2025-07-10,2025-07,ALI-PAN-TRA,Protein Pancake Tradicional,Horneados & Mezclas,24.7,25.2,True,3.05,501,0.057,NIR (analizador infrarrojo),Aprobado
EN-00830,L202606-01354,2026-06-02,2026-06,NUT-VEG-400,Nutra Vegan Protein Mocaccino,Polvos & Envasado,22.4,22.3,True,4.51,105,0.145,Absorción atómica,Aprobado
EN-00831,L202607-01448,2026-07-06,2026-07,RAD-ENX,Energy X,Polvos & Envasado,24.6,24.3,True,3.21,244,0.171,Kjeldahl,Aprobado
EN-00832,L202603-01128,2026-03-18,2026-03,RAD-PWD-TAR,Radical Power Drink tarro,Polvos & Envasado,25.0,25.9,True,4.02,236,0.012,NIR (analizador infrarrojo),Aprobado
EN-00833,L202607-01410,2026-07-05,2026-07,BIP-COM-21,BiPro Complex Vainilla 2.1 lb,Polvos & Envasado,25.8,26.2,True,3.2,3825,0.054,NIR (analizador infrarrojo),Aprobado
EN-00834,L202510-00689,2025-10-25,2025-10,NUT-BAL,Nutra Balance x8 sobres,Sachets & Display,22.3,23.8,True,4.24,1127,0.038,NIR (analizador infrarrojo),Aprobado
EN-00835,L202508-00552,2025-08-04,2025-08,NUT-POP-PK,Nutra Pops pack x12,Polvos & Envasado,26.8,26.2,True,3.48,598,0.045,NIR (analizador infrarrojo),Aprobado
EN-00836,L202508-00545,2025-08-20,2025-08,NUT-BAL,Nutra Balance x8 sobres,Sachets & Display,22.2,22.0,True,2.77,497,0.169,NIR (analizador infrarrojo),Aprobado
EN-00837,L202603-01077,2026-03-11,2026-03,BIP-CLA-2C,BiPro Classic Chocolate 2 lb,Polvos & Envasado,23.7,24.4,True,3.62,723,0.049,NIR (analizador infrarrojo),Aprobado
EN-00838,L202512-00833,2025-12-06,2025-12,MEG-CAR-COC,Mega Carbs Limonada de Coco,Polvos & Envasado,23.7,24.2,True,5.06,95,0.136,Microbiología,Aprobado
EN-00839,L202603-01084,2026-03-25,2026-03,BIP-CLA-DIS,BiPro Classic Display sachets,Sachets & Display,24.6,27.0,True,4.56,1597,0.088,NIR (analizador infrarrojo),Aprobado
EN-00840,L202605-01258,2026-05-19,2026-05,MEG-SOY,Mega Soy,Polvos & Envasado,26.5,27.4,True,3.0,1831,0.066,Kjeldahl,Aprobado
EN-00841,L202510-00715,2025-10-04,2025-10,STK-BUR-TAR,Burner Stack 360 g,Polvos & Envasado,25.4,26.4,True,2.63,266,0.358,Absorción atómica,Aprobado
EN-00842,L202506-00404,2025-06-23,2025-06,NUT-ZOL,Zolé Vainilla 450 g,Polvos & Envasado,22.5,22.7,True,5.23,5222,0.255,NIR (analizador infrarrojo),Aprobado
EN-00843,L202608-01528,2026-08-09,2026-08,NUT-ZOL,Zolé Vainilla 450 g,Polvos & Envasado,26.7,28.2,True,3.11,228,0.281,Kjeldahl,Aprobado
EN-00844,L202506-00363,2025-06-24,2025-06,BIP-CLA-09V,BiPro Classic Vainilla 0.9 lb,Polvos & Envasado,22.3,23.2,True,4.64,861,0.076,Kjeldahl,Aprobado
EN-00845,L202504-00272,2025-04-22,2025-04,STK-BUR-TAR,Burner Stack 360 g,Polvos & Envasado,25.2,25.2,True,3.75,179,0.006,Microbiología,Aprobado
EN-00846,L202507-00467,2025-07-17,2025-07,MEG-SOY,Mega Soy,Polvos & Envasado,23.5,23.8,True,4.82,965,0.248,Microbiología,Aprobado
EN-00847,L202606-01380,2026-06-19,2026-06,STK-CRE-SAC,Crea Stack Display sachets,Sachets & Display,22.7,23.5,True,4.35,103,0.104,Microbiología,Aprobado
EN-00848,L202603-01135,2026-03-01,2026-03,STK-BUR-TAR,Burner Stack 360 g,Polvos & Envasado,23.2,23.6,True,3.3,84,0.036,Kjeldahl,Aprobado
EN-00849,L202602-00994,2026-02-16,2026-02,BIP-CLA-2V,BiPro Classic Vainilla 2 lb,Polvos & Envasado,23.5,24.4,True,5.1,144,0.029,NIR (analizador infrarrojo),Aprobado
EN-00850,L202505-00278,2025-05-23,2025-05,ALI-CAK-CHO,Protein Cake Chocolate,Horneados & Mezclas,24.4,24.9,True,3.69,327,0.068,NIR (analizador infrarrojo),Aprobado
EN-00851,L202606-01378,2026-06-17,2026-06,STK-COMBO,Combo BiPro Lite + Burner Stack,Polvos & Envasado,22.8,22.6,True,3.9,10856,0.028,Absorción atómica,Aprobado
EN-00852,L202607-01466,2026-07-05,2026-07,STK-CRE-TAR,Crea Stack 1.3 lb,Polvos & Envasado,25.1,25.1,True,2.5,79,0.05,Kjeldahl,Aprobado
EN-00853,L202602-01019,2026-02-02,2026-02,MEG-SOY,Mega Soy,Polvos & Envasado,24.8,27.4,True,3.99,3119,0.02,Microbiología,Aprobado
EN-00854,L202507-00442,2025-07-02,2025-07,BIP-CLA-2C,BiPro Classic Chocolate 2 lb,Polvos & Envasado,24.4,24.3,True,2.41,258,0.137,NIR (analizador infrarrojo),Aprobado
EN-00855,L202510-00723,2025-10-10,2025-10,STK-GLU,Gluta Stack,Polvos & Envasado,24.5,24.7,True,4.04,550,0.144,Microbiología,Cuarentena
EN-00856,L202511-00787,2025-11-13,2025-11,RAD-PWD-TAR,Radical Power Drink tarro,Polvos & Envasado,26.2,25.0,True,3.85,2018,0.001,Kjeldahl,Aprobado
EN-00857,L202604-01188,2026-04-23,2026-04,MER-BAC,Nutramerican Backpack,Maquila externa,26.8,26.6,True,4.42,173,0.019,NIR (analizador infrarrojo),Aprobado
EN-00858,L202507-00443,2025-07-08,2025-07,BIP-CLA-2C,BiPro Classic Chocolate 2 lb,Polvos & Envasado,23.9,24.3,True,3.3,424,0.079,NIR (analizador infrarrojo),Aprobado
EN-00859,L202505-00300,2025-05-04,2025-05,BIP-LIT-24,BiPro Lite 2.4 lb,Polvos & Envasado,23.7,24.2,True,3.12,149,0.081,Absorción atómica,Aprobado
EN-00860,L202604-01189,2026-04-16,2026-04,NUT-BAL,Nutra Balance x8 sobres,Sachets & Display,23.2,24.3,True,3.57,1464,0.165,NIR (analizador infrarrojo),Aprobado
EN-00861,L202506-00376,2025-06-10,2025-06,MEG-CAR-CER,Mega Carbs Limón Cereza,Polvos & Envasado,22.8,22.6,True,3.64,213,0.174,Absorción atómica,Aprobado
EN-00862,L202602-01057,2026-02-08,2026-02,STK-COL,Collagen Stack 585 g,Polvos & Envasado,26.4,26.4,True,4.24,2023,0.017,Kjeldahl,Aprobado
EN-00863,L202604-01154,2026-04-19,2026-04,ALI-PAN-TRA,Protein Pancake Tradicional,Horneados & Mezclas,23.3,22.3,True,4.15,342,0.01,Kjeldahl,Aprobado
EN-00864,L202608-01475,2026-08-15,2026-08,ALI-FIT-COC,Fitbar Coco,Barras & Snacks,25.2,26.6,True,4.57,1039,0.014,Microbiología,Aprobado
EN-00865,L202602-01045,2026-02-03,2026-02,RAD-MYT-12,Myth Legendary Pre-Workout x12,Bebidas RTD (lata),24.4,23.4,True,3.63,550,0.12,NIR (analizador infrarrojo),Aprobado
EN-00866,L202602-01040,2026-02-10,2026-02,RAD-ENX,Energy X,Polvos & Envasado,25.6,24.8,True,2.44,2522,0.094,Kjeldahl,Aprobado
EN-00867,L202507-00473,2025-07-03,2025-07,NUT-C,Nutra-C Ácido Ascórbico 200 g,Polvos & Envasado,24.6,24.6,True,3.24,413,0.011,NIR (analizador infrarrojo),Aprobado
EN-00868,L202601-00937,2026-01-26,2026-01,NUT-BAL,Nutra Balance x8 sobres,Sachets & Display,24.7,24.9,True,4.5,778,0.115,NIR (analizador infrarrojo),Aprobado
EN-00869,L202508-00564,2025-08-25,2025-08,RAD-MYT-24,Myth Legendary Pre-Workout x24,Bebidas RTD (lata),24.6,25.1,True,4.49,201,0.019,Kjeldahl,Aprobado
EN-00870,L202607-01402,2026-07-20,2026-07,BIP-CLA-2V,BiPro Classic Vainilla 2 lb,Polvos & Envasado,22.1,23.0,True,3.82,348,0.023,Kjeldahl,Aprobado
EN-00871,L202511-00751,2025-11-26,2025-11,MEG-CAR-COC,Mega Carbs Limonada de Coco,Polvos & Envasado,23.4,26.0,True,3.11,1040,0.007,NIR (analizador infrarrojo),Aprobado
EN-00872,L202506-00389,2025-06-18,2025-06,MEG-SOY,Mega Soy,Polvos & Envasado,24.1,23.7,True,3.33,687,0.059,NIR (analizador infrarrojo),Aprobado
EN-00873,L202501-00023,2025-01-18,2025-01,BIP-COM-21,BiPro Complex Vainilla 2.1 lb,Polvos & Envasado,22.2,22.7,True,2.32,481,0.168,Absorción atómica,Aprobado
EN-00874,L202512-00876,2025-12-04,2025-12,STK-BUR-TAR,Burner Stack 360 g,Polvos & Envasado,23.1,23.1,True,2.52,168,0.13,Microbiología,Aprobado
